"Date","Open","High","Low","Close"
"30 May 2022","4069.80","4143.55","4066.80","4138.40"
"27 May 2022","3987.10","4031.25","3976.75","4018.30"
"26 May 2022","3918.40","3951.05","3802.00","3940.15"
"25 May 2022","4067.65","4079.20","3882.95","3890.15"
"24 May 2022","4126.70","4134.50","4040.35","4051.65"
"23 May 2022","4168.75","4182.20","4107.35","4113.65"
"20 May 2022","4133.50","4165.55","4111.70","4157.60"
"19 May 2022","4073.95","4107.50","4047.40","4065.15"
"18 May 2022","4229.75","4269.45","4181.50","4192.65"
"17 May 2022","4106.55","4213.55","4083.70","4203.85"
"16 May 2022","4060.25","4076.60","3997.90","4065.60"
"13 May 2022","4055.20","4119.05","4018.65","4030.35"
"12 May 2022","4017.40","4031.65","3945.85","3981.50"
"11 May 2022","4208.30","4229.15","3965.25","4061.70"
"10 May 2022","4279.45","4342.05","4175.55","4185.40"
"09 May 2022","4360.15","4364.85","4273.80","4289.95"
"06 May 2022","4409.15","4416.15","4349.30","4390.90"
"05 May 2022","4581.15","4587.85","4489.30","4498.75"
"04 May 2022","4656.90","4675.40","4505.25","4521.30"
"02 May 2022","4676.70","4691.20","4629.60","4636.55"
"29 Apr 2022","4803.90","4809.25","4706.05","4719.20"
"28 Apr 2022","4806.85","4811.65","4726.80","4776.90"
"27 Apr 2022","4735.30","4773.35","4695.55","4768.60"
"26 Apr 2022","4800.85","4810.40","4760.30","4781.70"
"25 Apr 2022","4805.10","4805.10","4728.70","4741.85"
"22 Apr 2022","4837.60","4886.10","4830.10","4847.30"
"21 Apr 2022","4811.70","4866.20","4811.20","4852.90"
"20 Apr 2022","4799.70","4831.55","4747.15","4763.35"
"19 Apr 2022","4886.95","4909.60","4723.00","4769.60"
"18 Apr 2022","4900.50","4900.50","4816.15","4849.95"
"13 Apr 2022","4949.00","4973.70","4924.75","4929.25"
"12 Apr 2022","5004.20","5004.30","4867.30","4908.10"
"11 Apr 2022","5019.65","5050.05","4996.90","5003.95"
"08 Apr 2022","5031.00","5051.35","5000.90","5006.40"
"07 Apr 2022","5059.20","5076.30","4986.55","5003.20"
"06 Apr 2022","5036.40","5076.35","5015.75","5052.60"
"05 Apr 2022","5020.15","5060.05","5004.25","5041.55"
"04 Apr 2022","4931.15","4986.25","4925.50","4982.10"
"01 Apr 2022","4807.25","4898.25","4806.65","4894.10"
"31 Mar 2022","4799.85","4829.55","4791.90","4801.45"
"30 Mar 2022","4798.55","4816.55","4772.65","4782.35"
"29 Mar 2022","4792.25","4808.55","4741.60","4753.20"
"28 Mar 2022","4837.90","4844.10","4743.65","4766.65"
"25 Mar 2022","4862.35","4871.30","4799.10","4804.50"
"24 Mar 2022","4797.60","4842.10","4790.05","4832.60"
"23 Mar 2022","4844.75","4862.95","4799.35","4807.75"
"22 Mar 2022","4795.30","4814.75","4750.95","4809.45"
"21 Mar 2022","4802.70","4813.75","4758.25","4783.15"
"17 Mar 2022","4775.55","4790.85","4754.50","4768.75"
"16 Mar 2022","4712.75","4729.85","4692.35","4715.55"
"15 Mar 2022","4741.80","4760.75","4631.30","4650.80"
"14 Mar 2022","4726.25","4742.80","4679.15","4711.75"
"11 Mar 2022","4664.25","4743.75","4649.95","4707.75"
"10 Mar 2022","4719.00","4719.40","4648.15","4673.60"
"09 Mar 2022","4546.15","4611.10","4527.45","4600.55"
"08 Mar 2022","4438.25","4504.85","4419.75","4493.85"
"07 Mar 2022","4407.10","4439.90","4356.25","4427.40"
"04 Mar 2022","4546.90","4562.25","4480.05","4497.20"
"23 Feb 2022","4571.85","4612.40","4543.80","4552.05"
"22 Feb 2022","4475.15","4541.40","4466.35","4519.45"
"21 Feb 2022","4730.30","4736.25","4608.45","4620.20"
"18 Feb 2022","4784.65","4814.95","4748.95","4755.60"
"17 Feb 2022","4891.30","4903.70","4803.25","4811.15"
"16 Feb 2022","4900.30","4914.75","4851.20","4863.65"
"15 Feb 2022","4767.00","4850.80","4681.75","4843.75"
"14 Feb 2022","4811.65","4862.65","4719.45","4733.30"
"11 Feb 2022","5023.60","5039.65","4938.30","4946.45"
"10 Feb 2022","5038.45","5077.15","5004.75","5064.90"
"09 Feb 2022","5011.65","5035.30","4984.50","5013.65"
"08 Feb 2022","5077.25","5103.15","4937.55","4979.40"
"07 Feb 2022","5156.95","5160.15","5045.80","5059.30"
"04 Feb 2022","5246.30","5258.20","5147.80","5159.00"
"03 Feb 2022","5295.90","5300.00","5245.05","5252.15"
"02 Feb 2022","5231.10","5292.10","5230.10","5276.85"
"01 Feb 2022","5210.10","5222.95","5117.55","5193.20"
"31 Jan 2022","5157.20","5175.60","5104.80","5161.80"
"28 Jan 2022","5082.40","5188.95","5081.05","5089.05"
"27 Jan 2022","5053.65","5086.85","4986.75","5036.80"
"25 Jan 2022","4976.10","5121.75","4883.60","5087.20"
"24 Jan 2022","5265.85","5272.65","4986.35","5028.15"
"21 Jan 2022","5386.00","5402.80","5251.20","5282.05"
"20 Jan 2022","5456.15","5473.00","5400.15","5415.85"
"19 Jan 2022","5430.60","5457.75","5363.05","5452.80"
"18 Jan 2022","5598.15","5607.60","5424.15","5438.90"
"17 Jan 2022","5571.50","5592.40","5543.05","5572.70"
"14 Jan 2022","5523.90","5562.30","5499.00","5553.65"
"13 Jan 2022","5518.60","5548.95","5502.95","5534.50"
"12 Jan 2022","5500.10","5517.85","5476.15","5500.10"
"11 Jan 2022","5483.25","5505.05","5450.00","5464.35"
"10 Jan 2022","5434.75","5490.45","5425.20","5478.15"
"07 Jan 2022","5437.70","5457.10","5380.40","5404.10"
"06 Jan 2022","5372.55","5419.80","5352.90","5412.25"
"05 Jan 2022","5423.40","5434.40","5377.40","5420.10"
"04 Jan 2022","5438.75","5452.50","5387.80","5426.25"
"03 Jan 2022","5342.90","5420.35","5342.05","5414.70"
"31 Dec 2021","5284.15","5345.35","5284.15","5330.75"
"30 Dec 2021","5257.55","5285.7","5247.8","5260.50"
"29 Dec 2021","5243.85","5270.5","5226.65","5251.10"
"28 Dec 2021","5193.85","5252.75","5193.2","5238.15"
"27 Dec 2021","5137.55","5168.2","5072.65","5157.85"
"24 Dec 2021","5217.25","5221.5","5127.3","5148.85"
"23 Dec 2021","5142.85","5196.6","5141.35","5188.95"
"22 Dec 2021","5031.35","5110.7","5029.05","5102.20"
"21 Dec 2021","4990.65","5057.5","4964.85","4990.90"
"20 Dec 2021","5082.45","5084.05","4887.2","4935.05"
"17 Dec 2021","5309.4","5310.4","5147.15","5157.10"
"16 Dec 2021","5395.65","5411.55","5273.45","5301.05"
"15 Dec 2021","5403.3","5413.75","5335.6","5351.05"
"14 Dec 2021","5353.75","5391.3","5325.6","5383.70"
"13 Dec 2021","5425.9","5448.1","5365.5","5377.15"
"10 Dec 2021","5319.6","5389.4","5308.55","5383.90"
"09 Dec 2021","5271.8","5308.05","5241.25","5301.30"
"08 Dec 2021","5196.15","5262.3","5194.2","5247.55"
"07 Dec 2021","5137.05","5168.6","5126.9","5147.40"
"06 Dec 2021","5200.85","5211.65","5079.6","5093.35"
"03 Dec 2021","5164.8","5248.05","5162.9","5189.30"
"02 Dec 2021","5099","5144.7","5075.25","5137.45"
"01 Dec 2021","5122.75","5148.45","5040.05","5092.55"
"30 Nov 2021","5023.8","5143.5","5022.6","5078.65"
"29 Nov 2021","5087.95","5104.6","4898.75","5011.50"
"26 Nov 2021","5233.45","5266.45","5135.2","5146.70"
"25 Nov 2021","5264.4","5298.05","5216.8","5289.00"
"24 Nov 2021","5282.05","5318.85","5242.2","5260.80"
"23 Nov 2021","5102.6","5246.85","5081.55","5235.85"
"22 Nov 2021","5337.15","5343.25","5079.4","5139.75"
"18 Nov 2021","5444.05","5456.6","5301.1","5323.55"
"17 Nov 2021","5456.3","5471.35","5421.25","5430.35"
"16 Nov 2021","5438.15","5488.55","5425.95","5450.95"
"15 Nov 2021","5430.85","5447.2","5402.75","5419.50"
"12 Nov 2021","5424.7","5431.25","5378.65","5413.85"
"11 Nov 2021","5466","5472.5","5389.9","5404.95"
"10 Nov 2021","5459.3","5527.2","5439.15","5467.05"
"09 Nov 2021","5456","5485.9","5443.55","5471.55"
"08 Nov 2021","5402.5","5451.4","5345.2","5442.30"
"04 Nov 2021","5354.65","5384.65","5348.05","5377.25"
"03 Nov 2021","5359.45","5370.1","5284.55","5303.25"
"02 Nov 2021","5325.95","5359.95","5321.05","5348.20"
"01 Nov 2021","5275.65","5309.1","5256.25","5298.15"
"29 Oct 2021","5233.3","5281.15","5134.15","5250.70"
"28 Oct 2021","5384","5384","5255.05","5266.20"
"27 Oct 2021","5415.15","5422.05","5368.3","5378.45"
"26 Oct 2021","5257.85","5393.7","5257.85","5376.20"
"25 Oct 2021","5433.1","5443.95","5181.3","5250.35"
"22 Oct 2021","5546.05","5568.05","5370.95","5413.05"
"21 Oct 2021","5564.45","5579.55","5456.25","5491.75"
"20 Oct 2021","5674.25","5674.25","5477","5532.60"
"19 Oct 2021","5827.1","5889.45","5636.35","5669.65"
"18 Oct 2021","5771.7","5788.1","5736.65","5754.10"
"14 Oct 2021","5719.9","5735.85","5694.7","5720.25"
"13 Oct 2021","5720.05","5738.35","5670.5","5679.40"
"12 Oct 2021","5649.1","5704.5","5621.3","5692.80"
"11 Oct 2021","5593.15","5654.85","5580.5","5635.05"
"08 Oct 2021","5489.55","5562.9","5468.1","5555.15"
"07 Oct 2021","5423.05","5456.6","5420.05","5444.95"
"06 Oct 2021","5432.15","5451.95","5349","5360.70"
"05 Oct 2021","5398.1","5425.3","5395.85","5403.85"
"04 Oct 2021","5362.35","5406.05","5355.3","5393.30"
"01 Oct 2021","5318.75","5336.1","5293.7","5326.85"
"30 Sep 2021","5339.9","5368.25","5323.3","5340.70"
"29 Sep 2021","5296.8","5326.85","5266.2","5308.40"
"28 Sep 2021","5378","5382.6","5279.55","5319.40"
"27 Sep 2021","5428.15","5432.2","5343.5","5355.70"
"24 Sep 2021","5405.9","5413.75","5345.2","5373.20"
"23 Sep 2021","5363.3","5383.95","5357.95","5365.85"
"22 Sep 2021","5295.8","5345.45","5295.05","5325.05"
"21 Sep 2021","5277.3","5293.35","5185.95","5265.00"
"20 Sep 2021","5336.2","5381.15","5271.5","5280.65"
"17 Sep 2021","5457.3","5460.2","5338.55","5376.60"
"16 Sep 2021","5415.75","5459.7","5396.15","5416.95"
"15 Sep 2021","5380","5397.15","5360.85","5389.85"
"14 Sep 2021","5391.85","5400.15","5351.55","5362.70"
"13 Sep 2021","5345.15","5356.5","5315.3","5352.85"
"09 Sep 2021","5297.1","5327.2","5292.2","5321.45"
"08 Sep 2021","5273.85","5304.8","5254.15","5289.55"
"07 Sep 2021","5291.35","5295.05","5218.45","5252.75"
"06 Sep 2021","5234.05","5277.1","5233.2","5263.00"
"03 Sep 2021","5207.15","5226.45","5195.65","5207.95"
"02 Sep 2021","5146.2","5186.15","5145","5183.50"
"01 Sep 2021","5163.55","5170.5","5107.55","5131.25"
"31 Aug 2021","5119.25","5144.05","5100.15","5135.35"
"30 Aug 2021","5058.75","5115.8","5054.85","5100.90"
"27 Aug 2021","4999.05","5039.25","4973.55","5031.00"
"26 Aug 2021","4964.45","4990.85","4954.8","4974.15"
"25 Aug 2021","4939.95","4973.75","4929.35","4948.85"
"24 Aug 2021","4818.1","4922.75","4798.55","4914.55"
"23 Aug 2021","4963.55","4989.95","4772.95","4820.55"
"20 Aug 2021","5009.65","5039.15","4914.25","4928.35"
"18 Aug 2021","5067.5","5077.2","5027.4","5056.25"
"17 Aug 2021","5078.65","5087.75","5033.25","5049.70"
"16 Aug 2021","5111.95","5116.35","5070.65","5077.90"
"13 Aug 2021","5163.45","5172.45","5097.85","5109.85"
"12 Aug 2021","5062.15","5151.15","5053","5142.90"
"11 Aug 2021","5083.05","5105.95","4915","5038.45"
"10 Aug 2021","5182.8","5198","5009.7","5068.60"
"09 Aug 2021","5256.1","5258.75","5157.9","5185.80"
"06 Aug 2021","5261.95","5292.9","5239.05","5243.75"
"05 Aug 2021","5292.55","5296.5","5192.2","5259.35"
"04 Aug 2021","5369.5","5374.75","5269.8","5276.25"
"03 Aug 2021","5366.55","5376.4","5329.75","5335.40"
"02 Aug 2021","5329.8","5349.75","5314.6","5343.35"
"30 Jul 2021","5282.75","5319.7","5264.45","5292.50"
"29 Jul 2021","5243.5","5272.45","5220.65","5268.50"
"28 Jul 2021","5295.4","5310.35","5169.9","5235.35"
"27 Jul 2021","5286.15","5333.75","5237.75","5268.65"
"26 Jul 2021","5258.2","5279.9","5236.9","5262.60"
"23 Jul 2021","5315.75","5336.95","5250.55","5257.70"
"22 Jul 2021","5295.3","5326","5289.75","5302.85"
"20 Jul 2021","5316.05","5343.2","5176.6","5231.45"
"19 Jul 2021","5290.05","5358.2","5260.2","5315.70"
"16 Jul 2021","5261","5338.1","5260","5327.25"
"15 Jul 2021","5162.8","5237.9","5162","5231.00"
"14 Jul 2021","5101.7","5154.9","5095.2","5147.55"
"13 Jul 2021","5073.8","5101.1","5056.85","5093.00"
"12 Jul 2021","5064.1","5072.45","5017.8","5033.15"
"09 Jul 2021","4990","5013.5","4974.7","5010.40"
"08 Jul 2021","4991.7","5031.95","4951.55","4984.20"
"07 Jul 2021","4978.65","4989.45","4954","4983.50"
"06 Jul 2021","5026.1","5037.05","4961.15","4969.75"
"05 Jul 2021","5027.1","5038.25","5006.05","5012.20"
"02 Jul 2021","4955.55","4996.35","4949.15","4988.25"
"01 Jul 2021","4914.3","4941.05","4895.95","4924.55"
"30 Jun 2021","4893.05","4910.05","4884.25","4891.35"
"29 Jun 2021","4890.3","4901.2","4859.4","4866.15"
"28 Jun 2021","4881.85","4890.3","4865.05","4878.50"
"25 Jun 2021","4857.45","4865.85","4841.2","4853.95"
"24 Jun 2021","4847.5","4863.05","4820.75","4835.70"
"23 Jun 2021","4887.45","4894.7","4826.85","4835.75"
"22 Jun 2021","4869.25","4898.7","4849.25","4857.15"
"21 Jun 2021","4733.7","4838.3","4723.15","4832.15"
"18 Jun 2021","4897.3","4906.65","4688.05","4806.60"
"17 Jun 2021","4865.6","4914.5","4848.85","4872.45"
"16 Jun 2021","4927.5","4937.05","4861","4887.00"
"15 Jun 2021","4931.9","4949.6","4905.85","4911.00"
"14 Jun 2021","4928.45","4936.4","4792.95","4903.25"
"11 Jun 2021","4903.8","4927","4886.1","4910.60"
"10 Jun 2021","4815.85","4867.95","4811.05","4863.00"
"09 Jun 2021","4870.5","4884.15","4760.55","4781.60"
"08 Jun 2021","4838.2","4849.1","4790.2","4844.55"
"07 Jun 2021","4781.65","4815.7","4765.55","4812.70"
"04 Jun 2021","4756.35","4769.95","4734.1","4740.40"
"03 Jun 2021","4693.5","4727.45","4690.55","4720.90"
"02 Jun 2021","4623.65","4664.05","4617.4","4660.60"
"01 Jun 2021","4660.85","4670.8","4597.1","4608.55"
"31 May 2021","4629.85","4638.65","4592.75","4620.65"
"28 May 2021","4665.2","4676.05","4596.7","4603.70"
"27 May 2021","4601.85","4650.7","4582.4","4634.65"
"26 May 2021","4579.35","4595.85","4569.6","4583.10"
"25 May 2021","4592.5","4606.05","4554.1","4562.05"
"24 May 2021","4537.2","4568.4","4530.95","4558.80"
"21 May 2021","4528.45","4540.05","4495.3","4512.05"
"20 May 2021","4520.1","4534.2","4480","4495.70"
"19 May 2021","4473.7","4504","4469.35","4497.70"
"18 May 2021","4442.65","4482.35","4442.05","4465.00"
"17 May 2021","4384.4","4408.45","4366.7","4399.90"
"14 May 2021","4449.15","4455.75","4344.6","4354.55"
"12 May 2021","4446.35","4466.5","4394.2","4415.70"
"11 May 2021","4372.45","4447.7","4361.9","4424.40"
"10 May 2021","4361.15","4405.9","4344","4395.00"
"07 May 2021","4339.2","4348.55","4313.25","4322.85"
"06 May 2021","4301.75","4312.85","4272.85","4307.80"
"05 May 2021","4299.8","4311.35","4273.55","4279.40"
"04 May 2021","4347.9","4364.3","4262.25","4270.10"
"03 May 2021","4262.3","4319.85","4252.85","4316.65"
"30 Apr 2021","4285.1","4329.25","4270.15","4283.05"
"29 Apr 2021","4313.85","4330.85","4261.1","4309.20"
"28 Apr 2021","4282.3","4293.3","4269.6","4278.25"
"27 Apr 2021","4182.7","4259.55","4182.7","4255.45"
"23 Apr 2021","4096.65","4138.2","4092.05","4121.50"
"22 Apr 2021","4063.6","4102.25","4056.7","4091.65"
"20 Apr 2021","4067.9","4097.35","4043.9","4068.30"
"19 Apr 2021","4013.45","4037.25","3947.8","4016.80"
"16 Apr 2021","4066.1","4118.05","4057.2","4103.80"
"15 Apr 2021","4049.95","4081.75","4002.25","4049.20"
"13 Apr 2021","4025.1","4098.85","4025.1","4063.35"
"12 Apr 2021","4181.6","4186.75","3978.3","4017.25"
"09 Apr 2021","4235.95","4266.4","4227.55","4246.75"
"08 Apr 2021","4230.95","4263.45","4224.35","4231.40"
"07 Apr 2021","4150.25","4213.05","4148.8","4201.50"
"06 Apr 2021","4100.45","4143.7","4071.35","4138.95"
"05 Apr 2021","4124.3","4128.95","4024.25","4075.10"
"01 Apr 2021","4088.05","4135.05","4087.95","4130.85"
"31 Mar 2021","4054.4","4074","4039.6","4055.40"
"30 Mar 2021","4021.85","4055.05","3998.1","4043.50"
"26 Mar 2021","3989.65","4007.75","3963.95","3983.95"
"25 Mar 2021","4028.9","4033.35","3904.9","3943.80"
"24 Mar 2021","4108.05","4125.15","4016","4022.55"
"23 Mar 2021","4135.45","4149.4","4116.2","4123.55"
"22 Mar 2021","4134.65","4149.65","4092.15","4118.45"
"19 Mar 2021","4057.2","4136.5","3970.2","4118.50"
"18 Mar 2021","4178","4212.55","4059.8","4090.05"
"17 Mar 2021","4246.25","4251.7","4123.8","4135.35"
"16 Mar 2021","4230.4","4245.65","4207.75","4236.05"
"15 Mar 2021","4285.05","4286.65","4181.25","4214.05"
"12 Mar 2021","4267.3","4289.25","4221.35","4259.30"
"10 Mar 2021","4192.65","4237.5","4178.55","4231.80"
"09 Mar 2021","4232.25","4245.3","4128.2","4157.10"
"08 Mar 2021","4231.4","4254.85","4188.5","4197.95"
"05 Mar 2021","4264.05","4289.7","4171.85","4197.35"
"04 Mar 2021","4218.3","4295.8","4205.8","4264.70"
"03 Mar 2021","4232.2","4258.2","4228.85","4240.40"
"02 Mar 2021","4208.85","4219.95","4168.85","4198.50"
"01 Mar 2021","4134.85","4180.8","4119.6","4174.25"
"26 Feb 2021","4088.5","4131.8","4055.4","4089.45"
"25 Feb 2021","4135","4151.85","4126.95","4145.10"
"24 Feb 2021","4088.3","4112.65","4065.65","4100.40"
"23 Feb 2021","4051.55","4081.4","4010.25","4064.75"
"22 Feb 2021","4100.3","4111.95","4017.75","4027.30"
"19 Feb 2021","4127.4","4158.85","4058.85","4095.25"
"18 Feb 2021","4130.65","4165.8","4122","4131.30"
"17 Feb 2021","4104.85","4118.6","4079.5","4101.70"
"16 Feb 2021","4101.6","4109.35","4061.35","4096.70"
"15 Feb 2021","4079.55","4108.1","4070.7","4080.30"
"12 Feb 2021","4074.6","4086.75","4035.2","4059.10"
"11 Feb 2021","3998.15","4055.25","3992.05","4048.40"
"10 Feb 2021","3967.3","3991.1","3950.6","3980.65"
"09 Feb 2021","3968.8","3995.25","3933.4","3946.40"
"08 Feb 2021","3942","3976.15","3932.85","3956.05"
"05 Feb 2021","3931.1","3946.3","3899.4","3911.60"
"04 Feb 2021","3853.75","3908.55","3840.7","3899.05"
"03 Feb 2021","3813.4","3855.1","3771.5","3838.90"
"02 Feb 2021","3770.45","3802.75","3763.95","3786.10"
"01 Feb 2021","3676.8","3739.85","3629.75","3732.70"
"29 Jan 2021","3723.2","3739.1","3648.45","3656.70"
"28 Jan 2021","3659.8","3707.05","3643.4","3685.40"
"27 Jan 2021","3701.8","3737.9","3671.25","3706.85"
"25 Jan 2021","3783.5","3800.25","3654.25","3700.45"
"22 Jan 2021","3766.85","3796.15","3726.3","3743.50"
"21 Jan 2021","3803.6","3817.65","3733.55","3748.40"
"20 Jan 2021","3769.55","3793.75","3765.6","3777.55"
"19 Jan 2021","3706.1","3752.75","3702.95","3747.20"
"18 Jan 2021","3745.65","3749","3649.95","3675.75"
"15 Jan 2021","3799.8","3810.5","3714.1","3738.05"
"14 Jan 2021","3771","3789.65","3731.25","3780.10"
"13 Jan 2021","3774.15","3792.25","3710.2","3754.15"
"12 Jan 2021","3754.25","3765.1","3736.95","3749.80"
"11 Jan 2021","3768.5","3786.55","3729.05","3739.65"
"08 Jan 2021","3753.55","3764.25","3720.65","3732.05"
"07 Jan 2021","3695.15","3725.35","3693.7","3709.95"
"06 Jan 2021","3677.5","3700.5","3618.6","3656.50"
"05 Jan 2021","3620.35","3663","3593.95","3659.75"
"04 Jan 2021","3606.7","3636.2","3581.6","3632.15"
"01 Jan 2021","3545.35","3598.1","3545.25","3579.95"
"31 Dec 2020","3542.05","3555.75","3527.3","3535.05"
"30 Dec 2020","3527","3534.5","3489.6","3530.60"
"29 Dec 2020","3528.15","3546.55","3495","3518.60"
"28 Dec 2020","3488.45","3520.7","3483.85","3507.90"
"24 Dec 2020","3449.8","3473.4","3441.35","3457.00"
"23 Dec 2020","3352.15","3428.9","3350.75","3425.50"
"22 Dec 2020","3293.5","3360.75","3183.1","3327.15"
"21 Dec 2020","3485.4","3493.45","3223.35","3308.85"
"18 Dec 2020","3490.55","3498.9","3435.8","3480.90"
"17 Dec 2020","3487.4","3503.35","3461.25","3474.20"
"16 Dec 2020","3449","3481.2","3444.6","3465.10"
"15 Dec 2020","3435.5","3438.25","3408.2","3429.60"
"14 Dec 2020","3423.65","3441.65","3407.95","3427.75"
"11 Dec 2020","3381","3409.55","3362.65","3393.50"
"10 Dec 2020","3380.7","3380.75","3320.85","3362.90"
"09 Dec 2020","3365.1","3389.3","3363.9","3378.85"
"08 Dec 2020","3372.2","3380.5","3309.1","3349.75"
"07 Dec 2020","3338.1","3359.35","3336.4","3349.95"
"04 Dec 2020","3323.55","3331","3300","3322.05"
"03 Dec 2020","3315.2","3322.45","3301.65","3307.40"
"02 Dec 2020","3307.2","3307.6","3270.4","3295.50"
"01 Dec 2020","3283.3","3303.2","3265.5","3290.40"
"27 Nov 2020","3156.25","3265.7","3155.9","3253.10"
"26 Nov 2020","3133.55","3149","3105.35","3146.45"
"25 Nov 2020","3166.1","3175.6","3113.35","3119.60"
"24 Nov 2020","3141.85","3150.4","3131.65","3146.65"
"23 Nov 2020","3083.75","3119.45","3079.2","3111.50"
"20 Nov 2020","3023.05","3058.85","3019.7","3049.30"
"19 Nov 2020","3006.1","3049.75","2998.1","3009.50"
"18 Nov 2020","3000.8","3017.75","2997.8","3014.70"
"17 Nov 2020","3014.8","3018.65","2986.75","3000.25"
"14 Nov 2020","3002.25","3007.55","2995.65","3003.90"
"13 Nov 2020","2965.8","2986.65","2959.9","2982.15"
"12 Nov 2020","2939.3","2968.9","2931.2","2963.70"
"11 Nov 2020","2901.35","2934.05","2893.9","2930.15"
"10 Nov 2020","2929.8","2932","2890.35","2900.75"
"09 Nov 2020","2929.45","2932.55","2896.8","2910.50"
"06 Nov 2020","2912.05","2931.45","2899.6","2902.25"
"05 Nov 2020","2867.1","2895.5","2865.15","2891.30"
"04 Nov 2020","2855.35","2866.25","2830.7","2838.65"
"03 Nov 2020","2868.9","2877.6","2840.25","2844.80"
"02 Nov 2020","2882.35","2891.55","2847.05","2850.90"
"30 Oct 2020","2907.6","2934.95","2877.35","2888.80"
"29 Oct 2020","2899.1","2914.85","2868.6","2895.30"
"28 Oct 2020","2964","2973.5","2926.05","2929.60"
"27 Oct 2020","2953.1","2962.4","2915.75","2957.85"
"26 Oct 2020","3009.3","3013","2947.3","2954.35"
"23 Oct 2020","2997.45","3005.25","2991.05","2996.90"
"22 Oct 2020","2948.45","2987.1","2940.55","2979.25"
"21 Oct 2020","2971.55","2985.6","2914.85","2948.95"
"20 Oct 2020","2940.3","2959.55","2926.4","2951.85"
"19 Oct 2020","2943.05","2948.1","2916.85","2942.90"
"16 Oct 2020","2902.75","2928.65","2856.35","2922.20"
"15 Oct 2020","2961","2964.7","2877.4","2886.05"
"14 Oct 2020","2942.05","2953.7","2921.6","2947.30"
"13 Oct 2020","2944.85","2954.65","2934.55","2940.85"
"12 Oct 2020","2954.25","2954.95","2918.45","2940.25"
"09 Oct 2020","2949.05","2955.2","2932.35","2937.60"
"08 Oct 2020","2968.1","2975.55","2934.1","2939.80"
"07 Oct 2020","2971.95","2974.6","2942.85","2947.15"
"06 Oct 2020","2960.05","2972","2950","2960.80"
