Date,Open,High,Low,Close,change,lookback_mean,lookback_std
2003-12-31,,,,1000.0,,,
2004-01-01,,,,1021.1,0.02110000000000002,0.02110000000000002,
2004-01-02,,,,1037.8,0.01635491137009101,0.018727455685045517,0.003355284347539846
2004-01-05,,,,1034.0,-0.003661591828868717,0.011264439847074106,0.013142251813135346
2004-01-06,,,,1005.6,-0.02746615087040617,0.0015817921677040376,0.022139569089704866
2004-01-07,,,,993.88,-0.01165473349244235,-0.00106551296432524,0.020066427482706133
2004-01-08,,,,1041.7,0.048114460498249335,0.007131149279437189,0.026930295972470975
2004-01-09,,,,1034.3,-0.00710377267927435,0.005097588999621255,0.025165749333546993
2004-01-12,,,,1012.4,-0.021173740694189286,0.0018136727878949373,0.02508214947359207
2004-01-13,,,,1022.1,0.009581193204267133,0.0026767306119362924,0.02360463436928041
2004-01-14,,,,1036.1,0.013697289893356702,0.0037787865400783333,0.0225258803351145
2004-01-15,,,,1010.8,-0.024418492423511202,0.0012153975433883758,0.022999007609385478
2004-01-16,,,,972.4,-0.037989711119905005,-0.002051694845219406,0.024676999492272828
2004-01-19,,,,986.54,0.014541341011929233,-0.0007753074715925877,0.02407046433712276
2004-01-20,,,,965.41,-0.02141829018590224,-0.00224980623690042,0.023775135239727224
2004-01-21,,,,888.14,-0.08003853285132739,-0.007435721344528885,0.03046780734224272
2004-01-22,,,,863.49,-0.027754633278537142,-0.008705653340404402,0.029869802504884295
2004-01-23,,,,919.91,0.06533949437746814,-0.004350056415823664,0.034043400248885754
2004-01-27,,,,951.53,0.0343729277864139,-0.002198779515699355,0.03426489822149667
2004-01-28,,,,929.18,-0.023488486963101556,-0.0033192904339836814,0.03365578334464972
2004-01-29,,,,920.67,-0.009158612970576198,-0.003611256560813307,0.0327841459992142
2004-01-30,,,,887.8,-0.03570226031042611,-0.005139399596509155,0.032712380857121415
2004-02-03,,,,829.97,-0.06513854471727859,-0.007866633465635039,0.03439148769359904
2004-02-04,,,,858.53,0.034410882321047685,-0.006028480605344485,0.0347379401871959
2004-02-05,,,,854.87,-0.004263100881739681,-0.0059549231168609515,0.03397628677830173
2004-02-06,,,,859.89,0.005872237884122711,-0.005481836676821604,0.03334492210367374
2004-02-09,,,,885.29,0.029538661921873703,-0.00413489442302563,0.03338531213284747
2004-02-10,,,,882.68,-0.0029481864699703077,-0.004090942276616174,0.03273778854696785
2004-02-11,,,,886.09,0.003863234694340058,-0.003806864527653452,0.03216096213043477
2004-02-12,,,,885.29,-0.0009028428263495448,-0.0037067258482981445,0.03158604158051897
2004-02-13,,,,904.49,0.02168780851472404,-0.0028602413695307384,0.03138106772356957
2004-02-16,,,,911.51,0.007761279837256334,-0.0025176116531827686,0.030912537044924294
2004-02-17,,,,907.87,-0.003993373632763202,-0.002563729215044657,0.03041097966593034
2004-02-18,,,,905.42,-0.002698624252370984,-0.002567816943448485,0.029932045879347332
2004-02-19,,,,867.07,-0.042356033663934874,-0.0037380586116980844,0.030254584534855678
2004-02-20,,,,860.04,-0.008107765232334281,-0.00386290737228769,0.029815493899948153
2004-02-23,,,,838.87,-0.024615134179805542,-0.004439358116940964,0.029589311430119492
