Date,Open,High,Low,Close,change,lookback_mean,lookback_std
1999-12-27,1178.89,1181.0,1150.91,1152.4,,,
1999-12-28,1153.04,1168.05,1143.4,1167.9,0.013450190905935439,0.013450190905935439,
1999-12-29,1168.07,1199.62,1168.07,1192.8,0.021320318520421152,0.017385254713178297,0.005565020605006354
1999-12-30,1192.89,1213.11,1192.89,1205.0,0.010228034875922238,0.014999514767426276,0.0057061363840468435
2000-01-03,1205.69,1291.65,1205.69,1291.5,0.07178423236514522,0.029195694166856013,0.02877208195083216
2000-01-04,1292.49,1335.77,1292.49,1335.4,0.03399148277197065,0.03015485188787894,0.02500948705007843
2000-01-05,1335.36,1347.63,1279.01,1303.7,-0.023738205781039422,0.021172675609725883,0.031376049753870004
2000-01-06,1321.33,1331.54,1299.79,1306.6,0.002224438137608241,0.018465784542280508,0.029524078815235097
2000-01-07,1306.53,1306.53,1270.46,1276.2,-0.023266493188427877,0.013249249825941958,0.031061948490874396
2000-01-10,1276.51,1311.67,1272.64,1283.5,0.005720106566368872,0.01241267835265606,0.029163980009812775
2000-01-11,1283.67,1295.33,1217.12,1236.8,-0.03638488507985979,0.007532922009404475,0.03153020389220723
2000-01-12,1236.69,1277.1,1236.69,1277.0,0.03250323415265204,0.009802950386063346,0.030845124393896445
2000-01-13,1278.44,1302.35,1259.04,1262.7,-0.011198120595144835,0.008052861137629331,0.030028029667110254
2000-01-14,1263.11,1272.96,1240.46,1262.0,-0.00055436762493074,0.007390766617432402,0.02884859010210415
2000-01-17,1262.26,1293.67,1262.26,1269.3,0.005784469096671913,0.0072760310802352235,0.02772015332245715
2000-01-18,1269.84,1278.01,1251.75,1267.1,-0.0017332387930355673,0.006675413088683838,0.026812904032173592
2000-01-19,1267.19,1303.31,1267.19,1293.3,0.020677136769000116,0.007550520818703605,0.02613916699301822
2000-01-20,1293.36,1313.78,1282.4,1284.1,-0.007113585401685646,0.006687926335151296,0.025557811428754417
2000-01-21,1284.1,1311.19,1280.95,1311.0,0.020948524258235412,0.007480181775322636,0.025021513352082504
2000-01-24,1311.38,1334.86,1309.12,1312.5,0.0011441647597254005,0.00714670719555436,0.024359947122153194
2000-01-25,1312.6,1322.96,1302.55,1313.3,0.0006095238095237749,0.006819848026252831,0.023755248125508756
