AMC,Scheme Name,Scheme,Scheme Type,Date,Date
,,,,min,max
HSBC Mutual Fund,HSBC Low Duration Fund - Daily IDCW ,Open Ended Schemes,Debt Scheme - Low Duration Fund,2009-01-01,2022-10-07
HSBC Mutual Fund,HSBC Low Duration Fund - Daily IDCW Direct Plan,Open Ended Schemes,Debt Scheme - Low Duration Fund,2013-01-02,2022-10-07
HSBC Mutual Fund,HSBC Low Duration Fund - Growth Direct,Open Ended Schemes,Debt Scheme - Low Duration Fund,2013-03-20,2022-10-07
HSBC Mutual Fund,HSBC Low Duration Fund - Inst. Plus - Monthly IDCW,Open Ended Schemes,Debt Scheme - Low Duration Fund,2009-01-01,2013-05-10
HSBC Mutual Fund,HSBC Low Duration Fund - Inst. Plus - Weekly IDCW,Open Ended Schemes,Debt Scheme - Low Duration Fund,2009-01-01,2015-08-19
HSBC Mutual Fund,HSBC Low Duration Fund - Inst.Plus - Daily IDCW,Open Ended Schemes,Debt Scheme - Low Duration Fund,2009-01-01,2019-06-10
HSBC Mutual Fund,HSBC Low Duration Fund - Monthly IDCW,Open Ended Schemes,Debt Scheme - Low Duration Fund,2009-01-01,2022-10-07
HSBC Mutual Fund,HSBC Low Duration Fund - Monthly IDCW Direct Plan,Open Ended Schemes,Debt Scheme - Low Duration Fund,2014-06-18,2022-10-07
HSBC Mutual Fund,HSBC Low Duration Fund - Regular - Daily IDCW,Open Ended Schemes,Debt Scheme - Low Duration Fund,2009-01-01,2022-10-07
HSBC Mutual Fund,HSBC Low Duration Fund - Regular - Weekly IDCW,Open Ended Schemes,Debt Scheme - Low Duration Fund,2009-01-01,2022-10-07
HSBC Mutual Fund,HSBC Low Duration Fund - Weekly IDCW,Open Ended Schemes,Debt Scheme - Low Duration Fund,2009-01-01,2022-10-07
HSBC Mutual Fund,HSBC Low Duration Fund - Weekly IDCW Direct Plan,Open Ended Schemes,Debt Scheme - Low Duration Fund,2013-01-02,2022-10-07
HSBC Mutual Fund,HSBC MIP - Regular -  Dividend - Monthly,Open Ended Schemes,Income,2009-01-01,2016-10-07
HSBC Mutual Fund,HSBC MIP - Regular - Dividend - Quarterly,Open Ended Schemes,Income,2009-01-01,2016-10-07
HSBC Mutual Fund,HSBC MIP - Regular - Growth,Open Ended Schemes,Income,2009-01-01,2016-10-07
HSBC Mutual Fund,HSBC MIP-Regular Plan-Growth Direct,Open Ended Schemes,Income,2013-01-02,2016-10-07
HSBC Mutual Fund,HSBC MIP-Regular Plan-Monthly Dividend Direct,Open Ended Schemes,Income,2014-01-21,2014-03-07
HSBC Mutual Fund,HSBC Overnight Fund - Daily IDCW,Open Ended Schemes,Debt Scheme - Overnight Fund,2019-07-22,2022-10-07
HSBC Mutual Fund,HSBC Overnight Fund - Daily IDCW Direct Plan,Open Ended Schemes,Debt Scheme - Overnight Fund,2019-05-22,2022-10-07
HSBC Mutual Fund,HSBC Overnight Fund - Growth,Open Ended Schemes,Debt Scheme - Overnight Fund,2019-05-22,2022-10-07
HSBC Mutual Fund,HSBC Overnight Fund - Growth - Direct,Open Ended Schemes,Debt Scheme - Overnight Fund,2019-05-22,2022-10-07
HSBC Mutual Fund,HSBC Overnight Fund - Monthly IDCW,Open Ended Schemes,Debt Scheme - Overnight Fund,2019-08-19,2022-10-07
HSBC Mutual Fund,HSBC Overnight Fund - Monthly IDCW Payout Direct Plan,Open Ended Schemes,Debt Scheme - Overnight Fund,2019-07-08,2022-05-31
HSBC Mutual Fund,HSBC Overnight Fund - Unclaimed IDCW Above three years,Open Ended Schemes,Debt Scheme - Overnight Fund,2022-07-25,2022-10-07
HSBC Mutual Fund,HSBC Overnight Fund - Unclaimed IDCW Below three years,Open Ended Schemes,Debt Scheme - Overnight Fund,2022-07-25,2022-10-07
HSBC Mutual Fund,HSBC Overnight Fund - Unclaimed Redemption Below three years,Open Ended Schemes,Debt Scheme - Overnight Fund,2022-07-25,2022-10-07
HSBC Mutual Fund,HSBC Overnight Fund - Unclaimed Redemption above three years,Open Ended Schemes,Debt Scheme - Overnight Fund,2022-07-25,2022-10-07
HSBC Mutual Fund,HSBC Overnight Fund - Weekly IDCW,Open Ended Schemes,Debt Scheme - Overnight Fund,2019-08-05,2022-10-07
HSBC Mutual Fund,HSBC Overnight Fund - Weekly IDCW Direct Plan,Open Ended Schemes,Debt Scheme - Overnight Fund,2019-11-21,2022-10-07
HSBC Mutual Fund,HSBC Short Duration Fund - Growth,Open Ended Schemes,Debt Scheme - Short Duration Fund,2009-01-01,2022-10-07
HSBC Mutual Fund,HSBC Short Duration Fund - Growth Direct,Open Ended Schemes,Debt Scheme - Short Duration Fund,2013-01-04,2022-10-07
HSBC Mutual Fund,HSBC Short Duration Fund - Institutional-Weekly IDCW,Open Ended Schemes,Debt Scheme - Short Duration Fund,2009-01-01,2018-03-23
HSBC Mutual Fund,HSBC Short Duration Fund - Monthly IDCW,Open Ended Schemes,Debt Scheme - Short Duration Fund,2009-01-01,2022-10-07
HSBC Mutual Fund,HSBC Short Duration Fund - Monthly IDCW Direct Plan ,Open Ended Schemes,Debt Scheme - Short Duration Fund,2013-02-11,2022-10-07
HSBC Mutual Fund,HSBC Short Duration Fund - Quarterly IDCW,Open Ended Schemes,Debt Scheme - Short Duration Fund,2016-12-07,2022-10-07
HSBC Mutual Fund,HSBC Short Duration Fund - Quarterly IDCW Direct Plan,Open Ended Schemes,Debt Scheme - Short Duration Fund,2017-06-09,2018-12-18
HSBC Mutual Fund,HSBC Short Duration Fund - Weekly IDCW,Open Ended Schemes,Debt Scheme - Short Duration Fund,2009-01-01,2022-10-07
HSBC Mutual Fund,HSBC Short Duration Fund - Weekly IDCW Direct Plan,Open Ended Schemes,Debt Scheme - Short Duration Fund,2013-02-22,2022-10-07
HSBC Mutual Fund,HSBC Small Cap Fund - Dividend,Open Ended Schemes,Growth,2009-01-07,2014-04-25
HSBC Mutual Fund,HSBC Small Cap Fund - Growth,Open Ended Schemes,Growth,2009-01-07,2014-04-25
HSBC Mutual Fund,HSBC Ultra Short Duration Fund - Growth,Open Ended Schemes,Debt Scheme - Ultra Short Duration Fund,2020-01-30,2022-10-07
HSBC Mutual Fund,HSBC Ultra Short Duration Fund - Growth - Direct,Open Ended Schemes,Debt Scheme - Ultra Short Duration Fund,2020-01-30,2022-10-07
HSBC Mutual Fund,HSBC Ultra Short Duration Fund Daily IDCW,Open Ended Schemes,Debt Scheme - Ultra Short Duration Fund,2020-01-30,2022-10-07
HSBC Mutual Fund,HSBC Ultra Short Duration Fund Dir Monthly IDCW,Open Ended Schemes,Debt Scheme - Ultra Short Duration Fund,2020-01-30,2022-10-07
HSBC Mutual Fund,HSBC Ultra Short Duration Fund Direct Daily IDCW,Open Ended Schemes,Debt Scheme - Ultra Short Duration Fund,2020-01-30,2022-10-07
HSBC Mutual Fund,HSBC Ultra Short Duration Fund Direct Weekly IDCW,Open Ended Schemes,Debt Scheme - Ultra Short Duration Fund,2020-01-30,2022-10-07
HSBC Mutual Fund,HSBC Ultra Short Duration Fund Monthly IDCW,Open Ended Schemes,Debt Scheme - Ultra Short Duration Fund,2020-01-30,2022-10-07
HSBC Mutual Fund,HSBC Ultra Short Duration Fund Weekly IDCW,Open Ended Schemes,Debt Scheme - Ultra Short Duration Fund,2020-01-30,2022-10-07
HSBC Mutual Fund,HSBC Ultra Short Term Bond Fund - Inst. Plus - Growth,Open Ended Schemes,Debt Scheme - Low Duration Fund,2009-01-01,2013-05-10
ICICI Prudential Mutual Fund,ICICI Prudential All Seasons Bond Fund - Annual IDCW,Open Ended Schemes,Debt Scheme - Dynamic Bond,2010-08-27,2022-10-07
ICICI Prudential Mutual Fund,ICICI Prudential All Seasons Bond Fund - Bonus,Open Ended Schemes,Debt Scheme - Dynamic Bond,2014-09-19,2020-04-24
ICICI Prudential Mutual Fund,ICICI Prudential All Seasons Bond Fund - Direct Plan - Annual IDCW,Open Ended Schemes,Debt Scheme - Dynamic Bond,2013-01-30,2022-10-07
ICICI Prudential Mutual Fund,ICICI Prudential All Seasons Bond Fund - Direct Plan - Growth,Open Ended Schemes,Debt Scheme - Dynamic Bond,2013-01-03,2022-10-07
ICICI Prudential Mutual Fund,ICICI Prudential All Seasons Bond Fund - Direct Plan - IDCW,Open Ended Schemes,Debt Scheme - Dynamic Bond,2013-09-24,2022-10-07
ICICI Prudential Mutual Fund,ICICI Prudential All Seasons Bond Fund - Direct Plan - Quarterly IDCW,Open Ended Schemes,Debt Scheme - Dynamic Bond,2013-03-26,2022-10-07
ICICI Prudential Mutual Fund,ICICI Prudential All Seasons Bond Fund - Direct Plan - Weekly IDCW,Open Ended Schemes,Debt Scheme - Dynamic Bond,2014-02-11,2022-10-07
ICICI Prudential Mutual Fund,ICICI Prudential All Seasons Bond Fund - Direct Plan Bonus,Open Ended Schemes,Debt Scheme - Dynamic Bond,2014-09-08,2020-04-24
ICICI Prudential Mutual Fund,ICICI Prudential All Seasons Bond Fund - Growth,Open Ended Schemes,Debt Scheme - Dynamic Bond,2010-01-21,2022-10-07
ICICI Prudential Mutual Fund,ICICI Prudential All Seasons Bond Fund - IDCW,Open Ended Schemes,Debt Scheme - Dynamic Bond,2010-10-12,2022-10-07
ICICI Prudential Mutual Fund,ICICI Prudential All Seasons Bond Fund - Premium Dividend Option,Open Ended Schemes,Debt Scheme - Dynamic Bond,2009-07-24,2013-09-27
ICICI Prudential Mutual Fund,ICICI Prudential All Seasons Bond Fund - Premium Growth Option,Open Ended Schemes,Debt Scheme - Dynamic Bond,2010-01-14,2020-04-24
ICICI Prudential Mutual Fund,ICICI Prudential All Seasons Bond Fund - Quarterly IDCW,Open Ended Schemes,Debt Scheme - Dynamic Bond,2010-10-11,2022-10-07
ICICI Prudential Mutual Fund,ICICI Prudential All Seasons Bond Fund - Weekly IDCW,Open Ended Schemes,Debt Scheme - Dynamic Bond,2009-01-01,2022-10-07
ICICI Prudential Mutual Fund,ICICI Prudential All Seasons Bond Fund Plan Premium - Quarterly Dividend,Open Ended Schemes,Debt Scheme - Dynamic Bond,2011-07-12,2014-02-26
ICICI Prudential Mutual Fund,ICICI Prudential All Seasons Bond Fund Premium - Annual Dividend,Open Ended Schemes,Debt Scheme - Dynamic Bond,2010-08-30,2013-06-27
ICICI Prudential Mutual Fund,ICICI Prudential All Seasons Bond Fund Retail - Annual Dividend,Open Ended Schemes,Debt Scheme - Dynamic Bond,2010-08-27,2013-08-20
ICICI Prudential Mutual Fund,ICICI Prudential All Seasons Bond Fund Retail - Cumulative,Open Ended Schemes,Debt Scheme - Dynamic Bond,2009-01-01,2020-04-24
ICICI Prudential Mutual Fund,ICICI Prudential All Seasons Bond Fund Retail - Quarterly Dividend,Open Ended Schemes,Debt Scheme - Dynamic Bond,2010-10-13,2020-04-24
ICICI Prudential Mutual Fund,ICICI Prudential Banking and PSU Debt Fund -  Daily IDCW,Open Ended Schemes,Debt Scheme - Banking and PSU Fund,2010-01-04,2022-09-16
ICICI Prudential Mutual Fund,ICICI Prudential Banking and PSU Debt Fund -  Weekly IDCW,Open Ended Schemes,Debt Scheme - Banking and PSU Fund,2010-01-04,2022-09-16
ICICI Prudential Mutual Fund,ICICI Prudential Banking and PSU Debt Fund - Bonus,Open Ended Schemes,Debt Scheme - Banking and PSU Fund,2014-08-25,2020-04-24
ICICI Prudential Mutual Fund,ICICI Prudential Banking and PSU Debt Fund - Direct Plan -  Daily IDCW,Open Ended Schemes,Debt Scheme - Banking and PSU Fund,2013-01-28,2022-09-16
ICICI Prudential Mutual Fund,ICICI Prudential Banking and PSU Debt Fund - Direct Plan -  Growth,Open Ended Schemes,Debt Scheme - Banking and PSU Fund,2013-03-14,2022-10-07
ICICI Prudential Mutual Fund,ICICI Prudential Banking and PSU Debt Fund - Direct Plan -  Quarterly IDCW,Open Ended Schemes,Debt Scheme - Banking and PSU Fund,2013-08-02,2022-10-07
ICICI Prudential Mutual Fund,ICICI Prudential Banking and PSU Debt Fund - Direct Plan -  Weekly IDCW,Open Ended Schemes,Debt Scheme - Banking and PSU Fund,2013-01-29,2022-09-16
ICICI Prudential Mutual Fund,ICICI Prudential Banking and PSU Debt Fund - Direct Plan Bonus,Open Ended Schemes,Debt Scheme - Banking and PSU Fund,2014-11-24,2018-04-09
ICICI Prudential Mutual Fund,ICICI Prudential Banking and PSU Debt Fund - Direct Plan Half Yearly IDCW Option,Open Ended Schemes,Debt Scheme - Banking and PSU Fund,2014-08-21,2022-09-16
ICICI Prudential Mutual Fund,ICICI Prudential Banking and PSU Debt Fund - Growth,Open Ended Schemes,Debt Scheme - Banking and PSU Fund,2010-01-04,2022-10-07
ICICI Prudential Mutual Fund,ICICI Prudential Banking and PSU Debt Fund - Quarterly IDCW,Open Ended Schemes,Debt Scheme - Banking and PSU Fund,2013-05-02,2022-10-07
ICICI Prudential Mutual Fund,ICICI Prudential Banking and PSU Debt Fund Half Yearly IDCW Option,Open Ended Schemes,Debt Scheme - Banking and PSU Fund,2015-02-11,2022-09-16
ICICI Prudential Mutual Fund,ICICI Prudential Banking and PSU Debt Fund Premium Daily Dividend,Open Ended Schemes,Debt Scheme - Banking and PSU Fund,2010-09-20,2012-10-10
ICICI Prudential Mutual Fund,ICICI Prudential Banking and PSU Debt Fund Premium Growth,Open Ended Schemes,Debt Scheme - Banking and PSU Fund,2011-01-20,2012-03-14
ICICI Prudential Mutual Fund,ICICI Prudential Banking and PSU Debt Fund Premium Weekly Dividend,Open Ended Schemes,Debt Scheme - Banking and PSU Fund,2010-09-29,2013-02-12
ICICI Prudential Mutual Fund,ICICI Prudential Banking and PSU Debt Fund Retail Daily Dividend,Open Ended Schemes,Debt Scheme - Banking and PSU Fund,2010-09-08,2020-04-24
ICICI Prudential Mutual Fund,ICICI Prudential Banking and PSU Debt Fund Retail Growth,Open Ended Schemes,Debt Scheme - Banking and PSU Fund,2010-09-07,2020-04-24
ICICI Prudential Mutual Fund,ICICI Prudential Banking and PSU Debt Fund Retail Quarterly Dividend,Open Ended Schemes,Debt Scheme - Banking and PSU Fund,2011-11-16,2013-04-16
ICICI Prudential Mutual Fund,ICICI Prudential Banking and PSU Debt Fund Retail Weekly Dividend,Open Ended Schemes,Debt Scheme - Banking and PSU Fund,2010-09-13,2015-08-19
ICICI Prudential Mutual Fund,ICICI Prudential Blended Plan A -  Dividend,Open Ended Schemes,Growth,2009-01-01,2016-04-21
ICICI Prudential Mutual Fund,ICICI Prudential Blended Plan A - Direct Plan Bonus,Open Ended Schemes,Growth,2014-08-21,2015-10-09
ICICI Prudential Mutual Fund,ICICI Prudential Blended Plan A - Growth,Open Ended Schemes,Growth,2009-01-01,2016-04-21
ICICI Prudential Mutual Fund,ICICI Prudential Blended Plan A-Direct Plan -  Dividend,Open Ended Schemes,Growth,2013-03-08,2016-04-21
ICICI Prudential Mutual Fund,ICICI Prudential Blended Plan A-Direct Plan -  Growth,Open Ended Schemes,Growth,2013-01-10,2016-04-21
ICICI Prudential Mutual Fund,ICICI Prudential Blended Plan B -  Dividend Option - I,Open Ended Schemes,Income,2009-01-01,2016-10-06
ICICI Prudential Mutual Fund,ICICI Prudential Blended Plan B -  Growth Option - I,Open Ended Schemes,Income,2009-01-01,2016-10-06
ICICI Prudential Mutual Fund,ICICI Prudential Blended Plan B -  Monthly Dividend Option - I,Open Ended Schemes,Income,2010-12-22,2016-10-06
ICICI Prudential Mutual Fund,ICICI Prudential Blended Plan B - Daily Dividend Option - I,Open Ended Schemes,Income,2010-11-04,2016-10-06
ICICI Prudential Mutual Fund,ICICI Prudential Blended Plan B - Direct Plan -  Dividend Option - I,Open Ended Schemes,Income,2013-03-06,2016-10-06
ICICI Prudential Mutual Fund,ICICI Prudential Blended Plan B - Direct Plan -  Growth Option - I,Open Ended Schemes,Income,2013-01-03,2016-10-06
ICICI Prudential Mutual Fund,ICICI Prudential Blended Plan B - Direct Plan -  Monthly Dividend Option - I,Open Ended Schemes,Income,2013-01-16,2016-10-06
ICICI Prudential Mutual Fund,ICICI Prudential Blended Plan B - Direct Plan - Quarterly Dividend Option - I,Open Ended Schemes,Income,2013-08-06,2016-10-06
ICICI Prudential Mutual Fund,ICICI Prudential Blended Plan B - Half Yearly Dividend Option - I,Open Ended Schemes,Income,2014-11-25,2016-10-06
ICICI Prudential Mutual Fund,ICICI Prudential Blended Plan B - option I-Bonus,Open Ended Schemes,Income,2014-10-30,2016-10-06
ICICI Prudential Mutual Fund,ICICI Prudential Blended Plan B Institutional Daily Dividend Option - II,Open Ended Schemes,Income,2010-11-04,2012-08-08
ICICI Prudential Mutual Fund,ICICI Prudential Blended Plan B Institutional Dividend Option - II,Open Ended Schemes,Income,2009-12-10,2012-08-28
ICICI Prudential Mutual Fund,ICICI Prudential Blended Plan B Institutional Growth Option - II,Open Ended Schemes,Income,2009-03-23,2012-08-16
ICICI Prudential Mutual Fund,ICICI Prudential Blended Plan B Institutional Monthly Dividend Option - II,Open Ended Schemes,Income,2010-12-20,2012-07-05
ICICI Prudential Mutual Fund,ICICI Prudential Blended Plan B-Direct Plan -  Daily Dividend Option - I,Open Ended Schemes,Income,2013-01-02,2016-10-06
ICICI Prudential Mutual Fund,ICICI Prudential Bond Fund - Bonus,Open Ended Schemes,Debt Scheme - Medium to Long Duration Fund,2015-03-04,2018-06-29
ICICI Prudential Mutual Fund,ICICI Prudential Bond Fund - Direct Plan - Growth,Open Ended Schemes,Debt Scheme - Medium to Long Duration Fund,2013-01-03,2022-10-07
ICICI Prudential Mutual Fund,ICICI Prudential Bond Fund - Direct Plan - Half Yearly IDCW,Open Ended Schemes,Debt Scheme - Medium to Long Duration Fund,2014-10-07,2022-10-07
ICICI Prudential Mutual Fund,ICICI Prudential Bond Fund - Direct Plan - IDCW Monthly,Open Ended Schemes,Debt Scheme - Medium to Long Duration Fund,2013-01-22,2022-10-07
ICICI Prudential Mutual Fund,ICICI Prudential Bond Fund - Direct Plan - IDCW Quarterly,Open Ended Schemes,Debt Scheme - Medium to Long Duration Fund,2013-01-04,2022-10-07
ICICI Prudential Mutual Fund,ICICI Prudential Bond Fund - Growth,Open Ended Schemes,Debt Scheme - Medium to Long Duration Fund,2009-01-01,2022-10-07
ICICI Prudential Mutual Fund,ICICI Prudential Bond Fund - Half Yearly IDCW,Open Ended Schemes,Debt Scheme - Medium to Long Duration Fund,2015-03-04,2022-10-07
ICICI Prudential Mutual Fund,ICICI Prudential Bond Fund - IDCW Monthly,Open Ended Schemes,Debt Scheme - Medium to Long Duration Fund,2009-01-01,2022-10-07
ICICI Prudential Mutual Fund,ICICI Prudential Bond Fund - IDCW Quarterly,Open Ended Schemes,Debt Scheme - Medium to Long Duration Fund,2009-02-17,2022-10-07
ICICI Prudential Mutual Fund,ICICI Prudential Bond Fund- Institutional Growth,Open Ended Schemes,Debt Scheme - Medium to Long Duration Fund,2009-02-16,2020-04-24
ICICI Prudential Mutual Fund,ICICI Prudential Bond Fund- Institutional Monthly Dividend,Open Ended Schemes,Debt Scheme - Medium to Long Duration Fund,2009-02-09,2020-04-24
ICICI Prudential Mutual Fund,ICICI Prudential Bond Fund- Institutional Quarterly Dividend,Open Ended Schemes,Debt Scheme - Medium to Long Duration Fund,2009-02-02,2020-04-24
ICICI Prudential Mutual Fund,ICICI Prudential Capital Protection Oriented Fund - Series I - 24 Months - Cumulative,Close Ended Schemes,Income,2011-06-24,2013-06-27
ICICI Prudential Mutual Fund,ICICI Prudential Capital Protection Oriented Fund - Series I - 24 Months - Dividend,Close Ended Schemes,Income,2011-06-24,2013-06-27
ICICI Prudential Mutual Fund,ICICI Prudential Capital Protection Oriented Fund - Series II - 24 Months - Cumulative,Close Ended Schemes,Income,2011-08-04,2013-08-07
ICICI Prudential Mutual Fund,ICICI Prudential Capital Protection Oriented Fund - Series II - 24 Months - Dividend,Close Ended Schemes,Income,2011-08-04,2013-08-07
ICICI Prudential Mutual Fund,ICICI Prudential Capital Protection Oriented Fund - Series III - 36 Months Plan - Cumulative,Close Ended Schemes,Income,2011-07-22,2014-07-25
ICICI Prudential Mutual Fund,ICICI Prudential Capital Protection Oriented Fund - Series III - 36 Months Plan - Dividend,Close Ended Schemes,Income,2011-07-22,2014-07-25
ICICI Prudential Mutual Fund,ICICI Prudential Capital Protection Oriented Fund - Series IV - 36 Months Plan - Cumulative,Close Ended Schemes,Income,2011-10-13,2014-10-16
ICICI Prudential Mutual Fund,ICICI Prudential Capital Protection Oriented Fund - Series IV - 36 Months Plan - Dividend,Close Ended Schemes,Income,2011-10-13,2014-10-16
ICICI Prudential Mutual Fund,ICICI Prudential Capital Protection Oriented Fund - Series IX - 1101 Days Plan A Cumulative Option,Close Ended Schemes,Income,2015-10-29,2018-10-31
ICICI Prudential Mutual Fund,ICICI Prudential Capital Protection Oriented Fund - Series IX - 1101 Days Plan A Direct Plan Cumulative Option,Close Ended Schemes,Income,2015-10-29,2018-10-31
ICICI Prudential Mutual Fund,ICICI Prudential Capital Protection Oriented Fund - Series IX - 1101 Days Plan A Direct Plan Dividend Option,Close Ended Schemes,Income,2015-10-29,2018-10-31
ICICI Prudential Mutual Fund,ICICI Prudential Capital Protection Oriented Fund - Series IX - 1101 Days Plan A Dividend Option,Close Ended Schemes,Income,2015-10-29,2018-10-31
ICICI Prudential Mutual Fund,ICICI Prudential Capital Protection Oriented Fund - Series IX - 1120 Days Plan F Cumulative Option,Close Ended Schemes,Income,2016-04-04,2019-04-23
ICICI Prudential Mutual Fund,ICICI Prudential Capital Protection Oriented Fund - Series IX - 1120 Days Plan F Direct Plan Cumulative Option,Close Ended Schemes,Income,2016-04-04,2019-04-23
ICICI Prudential Mutual Fund,ICICI Prudential Capital Protection Oriented Fund - Series IX - 1120 Days Plan F Dividend Option,Close Ended Schemes,Income,2016-04-04,2019-04-23
ICICI Prudential Mutual Fund,ICICI Prudential Capital Protection Oriented Fund - Series IX - 1195 Days Plan C Cumulative Option,Close Ended Schemes,Income,2015-12-30,2019-04-05
ICICI Prudential Mutual Fund,ICICI Prudential Capital Protection Oriented Fund - Series IX - 1195 Days Plan C Direct Plan Cumulative Option,Close Ended Schemes,Income,2015-12-30,2019-04-05
ICICI Prudential Mutual Fund,ICICI Prudential Capital Protection Oriented Fund - Series IX - 1195 Days Plan C Direct Plan Dividend Option,Close Ended Schemes,Income,2015-12-30,2019-04-05
ICICI Prudential Mutual Fund,ICICI Prudential Capital Protection Oriented Fund - Series IX - 1195 Days Plan C Dividend Option,Close Ended Schemes,Income,2015-12-30,2019-04-05
ICICI Prudential Mutual Fund,ICICI Prudential Capital Protection Oriented Fund - Series IX - 1325 Days Plan E Cumulative Option,Close Ended Schemes,Income,2016-03-16,2019-10-29
