Scheme Code,Scheme Name,startDate,endDate
130572,Aditya Birla Sun Life Fixed Term Plan - Series LQ (1113 days) - Regular Plan - Quarterly Dividend,2014-07-08,2015-07-06
130573,Aditya Birla Sun Life Fixed Term Plan - Series LQ (1113 days) - Regular Plan - Growth Option,2014-07-08,2017-07-20
130580,HDFC Inflation Indexed Bond Fund - Regular Dividend,2014-06-30,2015-12-04
130581,HDFC Inflation Indexed Bond Fund - Direct Dividend,2014-06-30,2014-11-07
130582,UTI FTIF Series XIX - X (367 Days) - Growth Option,2014-07-09,2017-07-06
130593,ICICI Prudential Growth Fund - Series 2 Direct Dividend,2014-08-05,2021-02-01
130594,ICICI Prudential Growth Fund - Series 2 Dividend,2014-08-05,2021-02-01
130599,SBI DEBT FUND SERIES A - 36 (36 Months) DIRECT PLAN - DIVIDEND,2014-07-17,2018-07-11
130600,SBI DEBT FUND SERIES A - 36 (36 Months) REGULAR PLAN - DIVIDEND,2014-07-17,2018-07-11
130601,SBI DEBT FUND SERIES A - 36 (36 Months) DIRECT PLAN - GROWTH,2014-07-17,2018-07-11
130602,SBI DEBT FUND SERIES A - 36 (36 Months) REGULAR PLAN - GROWTH,2014-07-17,2018-07-11
130603,JM Arbitrage Fund (Regular) - Bonus Option - Principal Units,2014-07-03,2022-10-07
130604,JM Arbitrage Fund (Direct) - Bonus Option - Principal Units,2014-07-02,2022-10-07
130629,Reliance Dual Advantage Fixed Tenure Fund VI- Plan A- Direct Plan- Growth Option,2014-08-07,2017-08-04
130630,Reliance Dual Advantage Fixed Tenure Fund- VI- Plan A- Direct Plan- Dividend Payout Option,2014-08-07,2017-08-04
130631,Reliance Dual Advantage Fixed Tenure Fund VI- Plan A- Growth Option,2014-08-07,2017-08-04
130632,Reliance Dual Advantage Fixed Tenure Fund- VI- Plan A- Dividend Payout Option,2014-08-07,2017-08-04
130633,Reliance Fixed Horizon Fund XXVI-  Series 35- Direct Plan- Growth Option,2014-08-08,2017-08-07
130634,Reliance Fixed Horizon Fund XXVI- Series 35- Direct Plan- Dividend Payout Option,2014-08-08,2017-08-07
130635,Reliance Fixed Horizon Fund XXVI- Series 35- Growth Option,2014-08-08,2017-08-07
130636,Reliance Fixed Horizon Fund XXVI- Series 35- Dividend payout option,2014-08-08,2017-08-07
130641,ICICI Prudential Capital Protection Oriented Fund - Series VI - 1100 Days Plan E Direct Plan Cumulative Option,2014-08-05,2017-08-04
130642,ICICI Prudential Capital Protection Oriented Fund - Series VI - 1100 Days Plan E Cumulative Option,2014-08-05,2017-08-04
130643,ICICI Prudential Capital Protection Oriented Fund - Series VI - 1100 Days Plan E Dividend Option,2014-08-05,2017-08-04
130646,UTI Capital Protection Oriented Scheme - Series IV - I (1103 Days) - Growth Option,2014-07-28,2017-07-31
130647,UTI Capital Protection Oriented Scheme - Series IV - I (1103 Days) - Growth Option - Direct,2014-07-28,2017-07-31
130648,UTI Capital Protection Oriented Scheme Series IV - I (1103 Days) - Dividend Option,2014-07-28,2017-07-31
130649,UTI Capital Protection Oriented Scheme - Series IV -I (1103 Days) - Dividend Option - Direct,2014-07-28,2017-07-31
130650,Reliance Capital Builder Fund- Series A- Dividend Payout Option,2014-08-12,2017-08-04
130651,Reliance Capital Builder Fund- Series A- Direct Plan- Growth Option,2014-08-12,2017-08-04
130652,Reliance Capital Builder Fund- Series A- Direct Plan- Dividend Payout Opotion,2014-08-12,2017-08-04
130653,Reliance Capital Builder Fund- Series A- Growth Option,2014-08-12,2017-08-04
130662,Axis Fixed Term Plan - Series 69 (3 Years) - Regular Plan - Growth,2014-08-05,2017-07-31
130663,Axis Fixed Term Plan - Series 69 (3 Years) - Regular Plan - Dividend,2014-08-05,2017-07-31
130664,Axis Fixed Term Plan - Series 69 - (3 Years) - Regular Plan - Half Yearly Dividend,2014-08-05,2017-07-31
130665,Axis Fixed Term Plan - Series 69 (3 Years) - Direct Plan - Growth,2014-08-05,2017-07-31
130668,UTI FTIF Series XIX - XI (366 Days) - Growth Option,2014-07-11,2017-07-12
130669,UTI FTIF Series XIX - XI (366 Days) - Growth Option - Direct,2014-07-11,2017-07-12
130670,UTI FTIF Series XIX - XI (366 Days) - Annual Div Option,2014-07-11,2017-07-12
130671,UTI FTIF Series XIX - XI (366 Days) - Annual Div Option - Direct,2014-07-11,2015-07-09
130672,UTI FTIF Series XIX - XI (366 Days) - Quarterly Div Option,2014-07-11,2015-07-09
130673,UTI FTIF Series XIX - XI (366 Days) - Maturity Div Option,2014-07-11,2015-07-09
130674,UTI FTIF Series XIX - XI (366 Days) - Maturity Div Option - Direct,2014-07-11,2017-07-12
130678,UTI FTIF Series XIX - XII (366 Days) - Growth Option,2014-07-18,2017-07-18
130679,UTI FTIF Series XIX - XII (366 Days) - Annual Div Option,2014-07-18,2017-07-18
130681,UTI FTIF Series XIX - XII (366 Days) - Quarterly Div Option,2014-07-18,2015-07-15
130682,UTI FTIF Series XIX - XII (366 Days) - Flexi Div Option,2014-07-18,2015-07-15
130685,UTI FTIF Series XIX - XII (366 Days) - Growth Option - Direct,2014-07-18,2017-07-18
130686,UTI FTIF Series XIX - XII (366 Days) - Maturity Div Option,2014-07-18,2015-07-15
130692,UTI FTIF Series XIX - X (367 Days) - Growth Option - Direct,2014-07-09,2017-07-06
130693,UTI FTIF Series XIX - X (367 Days) - Annual Div Option,2014-07-09,2017-07-06
130696,UTI FTIF Series XIX - X (367 Days) - Quarterly Div Option - Direct,2014-07-09,2015-07-06
130697,UTI FTIF Series XIX - X (367 Days) - Maturity Div Option,2014-07-09,2015-07-06
130698,UTI FTIF Series XIX - X (367 Days) - Quarterly Div Option,2014-07-09,2017-07-06
130721,Invesco India Credit Risk Fund - Regular Plan - Growth,2014-09-08,2022-10-07
130722,Invesco India Credit Risk Fund - Direct Plan - Growth,2014-09-08,2022-10-07
130723,Invesco India Credit Risk Fund - Regular Plan - Monthly IDCW (Payout / Reinvestment),2014-09-08,2022-10-07
130724,Invesco India Credit Risk Fund - Direct Plan - Monthly IDCW (Payout / Reinvestment),2014-09-08,2022-10-07
130725,Invesco India Credit Risk Fund - Direct Plan - Discretionary IDCW (Payout / Reinvestment),2018-09-26,2022-10-07
130726,Invesco India Credit Risk Fund - Regular Plan - Discretionary IDCW (Payout / Reinvestment),2014-09-08,2022-10-07
130727,Aditya Birla Sun Life Emerging Leaders Fund - Series 4 - Direct Plan - Dividend,2014-08-08,2019-08-07
130728,Aditya Birla Sun Life Emerging Leaders Fund - Series 4 - Direct Plan - Growth,2014-08-08,2019-08-07
130729,Aditya Birla Sun Life Emerging Leaders Fund - Series 4 - Regular Plan - Dividend,2014-08-08,2019-08-07
130730,Aditya Birla Sun Life Emerging Leaders Fund - Series 4 - Regular Plan - Growth,2014-08-08,2019-08-07
130771,Axis Arbitrage Fund - Regular Plan - Growth,2014-08-21,2022-10-07
130773,Axis Arbitrage Fund - Direct Plan - Growth,2014-08-21,2022-10-07
130774,Axis Arbitrage Fund - Direct Plan - IDCW,2014-08-21,2022-10-07
130776,Axis Arbitrage Fund - Regular Plan - IDCW,2014-08-21,2022-10-07
130777,ICICI Prudential Fixed Maturity Plan - Series 75 - 1352 Days Plan E Direct Plan Cumulative Option,2014-08-12,2018-04-20
130778,ICICI Prudential Fixed Maturity Plan - Series 75 - 1352 Days Plan E Direct Plan Dividend Option,2014-08-12,2018-04-20
130779,ICICI Prudential Fixed Maturity Plan - Series 75 - 1352 Days Plan E Cumulative Option,2014-08-12,2018-04-20
130780,ICICI Prudential Fixed Maturity Plan - Series 75 - 1352 Days Plan E Dividend Option,2014-08-12,2018-04-20
130785,Aditya Birla Sun Life Capital Protection Oriented Fund - Series 22 - Direct Plan - Growth,2014-08-14,2019-08-19
130786,Aditya Birla Sun Life Capital Protection Oriented Fund - Series 22 - Regular Plan - Growth,2014-08-14,2019-08-19
130787,Invesco India Arbitrage Fund - Direct Plan - Annual Bonus,2014-07-28,2022-10-07
130788,Invesco India Arbitrage Fund - Annual Bonus,2014-07-25,2019-01-25
130789,L&T FMP Series XI - Plan C(1139 days) - Direct Plan - Dividend,2014-07-30,2017-09-04
130790,L&T FMP Series XI - Plan C(1139 days) - Direct Plan - Growth,2014-07-30,2017-09-04
130791,L&T FMP Series XI - Plan C(1139 days) - Regular Plan - Dividend,2014-07-30,2017-09-04
130792,L&T FMP Series XI - Plan C(1139 days) - Regular Plan - Growth,2014-07-30,2017-09-04
130794,Invesco India Treasury Advantage Fund - Annual Bonus,2014-09-16,2019-11-29
130795,HDFC FMP 1123D July 2014 (1) - Regular Option - Dividend Option,2014-08-05,2017-08-31
130796,HDFC FMP 1123D July 2014 (1) - Regular Option - Flexi Option,2014-08-05,2017-08-31
130797,HDFC FMP 1123D July 2014 (1) - Regular Option - Growth Option,2014-08-05,2017-08-31
130798,HDFC FMP 1123D July 2014 (1) - Regular Option - Quarterly Dividend Option,2014-08-05,2017-08-31
130799,HDFC FMP 1123D July 2014 (1) - Direct Option - Flexi Option,2014-08-05,2014-11-07
130800,HDFC FMP 1123D July 2014 (1) - Direct Option - Growth Option,2014-08-05,2017-08-31
130801,HDFC FMP 1123D July 2014 (1) - Direct Option - Quarterly Dividend Option,2014-08-05,2017-08-31
130802,HDFC FMP 1123D July 2014 (1) - Direct Option - Dividend Option,2014-08-05,2017-08-31
130803,ICICI Prudential Fixed Maturity Plan - Corporate Bond Series B - 1100 Days - Direct Plan - Cumulative Option,2014-08-14,2017-08-14
130804,ICICI Prudential Fixed Maturity Plan - Corporate Bond Series B - 1100 Days - Direct Plan - Dividend Option,2014-08-14,2017-08-14
130805,ICICI Prudential Fixed Maturity Plan - Corporate Bond Series B - 1100 Days - Dividend Option,2014-08-14,2017-08-14
130806,ICICI Prudential Fixed Maturity Plan - Corporate Bond Series B - 1100 Days - Cumulative Option,2014-08-14,2017-08-14
130808,UTI FTIF Series XIX - XV (1101 Days) - Growth Option,2014-08-14,2017-08-16
130811,DWS Fixed Maturity Plan - Series 75 - Direct Plan - Growth,2014-08-20,2016-03-02
130813,DWS Fixed Maturity Plan - Series 75 - Regular Plan - Growth,2014-08-20,2016-03-02
130814,DWS Fixed Maturity Plan - Series 75 - Regular Plan - Quarterly Dividend,2014-08-20,2016-03-02
130815,DWS Fixed Maturity Plan - Series 75 - Regular Plan - Regular Dividend,2014-08-20,2016-03-02
130818,DWS Hybrid Fixed Term Fund - Series 27 - Direct Plan - Growth,2014-08-20,2016-03-02
130819,DWS Hybrid Fixed Term Fund - Series 27 - Direct Plan - Dividend,2014-08-20,2016-03-02
130823,DWS Hybrid Fixed Term Fund - Series 27 - Regular Plan - Regular Dividend,2014-08-20,2016-03-02
130824,DWS Hybrid Fixed Term Fund - Series 27 - Regular Plan - Growth,2014-08-20,2016-03-02
130825,L&T Business Cycles Fund - Direct Plan - Growth,2014-08-25,2022-10-07
130826,L&T Business Cycles Fund - Regular Plan - IDCW,2014-08-25,2022-10-07
130827,L&T Business Cycles Fund - Regular Plan - Growth,2014-08-25,2022-10-07
130828,L&T Business Cycles Fund - Direct Plan - IDCW,2014-08-25,2022-10-07
130830,SBI DEBT FUND SERIES A - 38 (1100 DAYS) DIRECT PLAN - DIVIDEND,2014-08-08,2017-08-04
130831,SBI DEBT FUND SERIES A - 38 (1100 DAYS) DIRECT PLAN - GROWTH,2014-08-08,2017-08-04
130832,SBI DEBT FUND SERIES A - 38 (1100 Days) REGULAR PLAN - DIVIDEND,2014-08-08,2017-08-04
130833,SBI DEBT FUND SERIES A - 38 (1100 DAYS) REGULAR PLAN - GROWTH,2014-08-08,2017-08-04
130834,ICICI Prudential Capital Protection Oriented Fund - Series VI - 1100 Days Plan F Direct Plan Cumulative Option,2014-08-26,2017-08-24
130835,ICICI Prudential Capital Protection Oriented Fund - Series VI - 1100 Days Plan F Direct Plan Dividend Option,2014-08-26,2017-08-24
130836,ICICI Prudential Capital Protection Oriented Fund - Series VI - 1100 Days Plan F Dividend Option,2014-08-26,2017-08-24
130837,ICICI Prudential Capital Protection Oriented Fund - Series VI - 1100 Days Plan F Cumulative Option,2014-08-26,2017-08-24
130838,HDFC FMP 1116D JULY 2014(1) - Direct Option - Growth Option,2014-08-12,2017-08-31
130839,HDFC FMP 1116D JULY 2014(1) - Direct Option - Quarterly Dividend Option,2014-08-12,2017-08-31
130840,HDFC FMP 1116D JULY 2014(1) - Regular Option - Dividend Option,2014-08-12,2017-08-31
130841,HDFC FMP 1116D JULY 2014(1) - Regular Option - Flexi Option,2014-08-12,2017-08-31
130842,HDFC FMP 1116D JULY 2014(1) - Regular Option - Quarterly Dividend Option,2014-08-12,2017-08-31
130843,HDFC FMP 1116D JULY 2014(1) - Direct Option - Flexi Option,2014-08-12,2017-08-31
130844,HDFC FMP 1116D JULY 2014(1) - Direct Option - Dividend Option,2014-08-12,2017-08-31
130845,HDFC FMP 1116D JULY 2014(1) - Regular Option - Growth Option,2014-08-12,2017-08-31
130846,DWS Hybrid Fixed Term Fund - Series 26 - Direct Plan - Annunal Dividend,2014-09-11,2016-03-02
130848,DWS Hybrid Fixed Term Dund - Series 26 - Direct Plan - Growth,2014-09-11,2016-03-02
130850,DWS Hybrid Fixed Term Fund - Series 26 - Regular Plan - Growth,2014-09-11,2016-03-02
130851,DWS Hybrid Fixed Term Fund - Series 26 - Regular Plan - Quarterly Dividend,2014-09-11,2016-03-02
130852,DWS Hybrid Fixed Term Fund - Series 26 - Regular Plan - Regular Dividend,2014-09-11,2016-03-02
130853,DWS Hybrid Fixed Term Fund - Series 26 - Regular Plan - Annual Dividend,2014-09-11,2016-03-02
130858,Nippon India Japan Equity Fund- Growth Plan- Bonus Option,2014-08-27,2022-10-07
130859,NIPPON INDIA - JAPAN EQUITY FUND - IDCW Option,2014-08-27,2022-10-07
130860,Nippon India Japan Equity Fund- Direct Plan- Growth Plan- Growth Option,2014-08-27,2022-10-07
130861,Nippon India Japan Equity Fund- Direct Plan- Growth Plan- Bonus Option,2014-08-27,2022-10-07
130863,Nippon India Japan Equity Fund- Growth Plan- Growth Option,2014-08-27,2022-10-07
130864,NIPPON INDIA - JAPAN EQUITY FUND - DIRECT Plan - IDCW Option,2014-08-27,2022-10-07
130866,SBI DEBT FUND SERIES A - 41 (91 DAYS) - REGULAR PLAN - GROWTH,2014-08-12,2014-11-03
130867,SBI DEBT FUND SERIES A - 41 (91 DAYS) - DIRECT PLAN - GROWTH,2014-08-12,2014-11-03
130868,SBI DEBT FUND SERIES A - 41 (91 DAYS) - DIRECT PLAN - DIVIDEND,2014-08-12,2014-11-03
130869,SBI DEBT FUND SERIES A - 41 (91 DAYS) - REGULAR PLAN - DIVIDEND,2014-08-12,2014-11-03
130870,ICICI Prudential Capital Protection Oriented Fund - Series VI - 1100 Days Plan G Direct Plan Cumulative Option,2014-09-02,2017-09-01
130871,ICICI Prudential Capital Protection Oriented Fund - Series VI - 1100 Days Plan G Direct Plan Dividend Option,2014-09-02,2017-09-01
130872,ICICI Prudential Capital Protection Oriented Fund - Series VI - 1100 Days Plan G Cumulative Option,2014-09-02,2017-09-01
130873,ICICI Prudential Capital Protection Oriented Fund - Series VI - 1100 Days Plan G Dividend Option,2014-09-02,2017-09-01
130874,Reliance Fixed Horizon Fund XXVII- Series 3- Growth Option,2014-09-04,2017-09-08
130875,Reliance Fixed Horizon Fund XXVII- Series 3- Direct Plan- Growth Option,2014-09-04,2017-09-08
130876,Reliance Fixed Horizon Fund XXVII- Series 3- Dividend Payout option,2014-09-04,2017-09-08
130877,Reliance Fixed Horizon Fund XXVII- Series 3- Direct Plan- Dividend Payout Option,2014-09-04,2017-09-08
130878,Reliance Capital Builder Fund- Series B- Growth Option,2014-09-09,2017-09-01
130879,Reliance Capital Builder Fund- Series B- Direct Plan- Growth Opiton,2014-09-09,2017-09-01
130880,Reliance Capital Builder Fund- Series B- Direct Plan- Dividend Payout Option,2014-09-09,2017-09-01
130881,Reliance Capital Builder Fund- Series B- Dividend Payout Option,2014-09-09,2017-09-01
130882,Reliance Dual Advantage Fixed Tenure Fund VI- Plan B- Growth Option,2014-09-03,2017-09-07
130883,Reliance Dual Advantage Fixed Tenure Fund VI- Plan B- Dividend Payout Option,2014-09-03,2017-09-07
130884,Reliance Dual Advantage Fixed Tenure Fund VI- Plan B- Direct Plan- Growth Option,2014-09-03,2017-09-07
130885,Reliance Dual Advantage Fixed Tenure Fund VI- Plan B- Direct Plan- DIvidend Payout Option,2014-09-03,2017-09-07
130886,Axis Hybrid Fund - Series 14 - Direct Plan - Growth,2014-09-05,2018-02-26
130887,Axis Hybrid Fund - Series 14 - Direct Plan - Dividend,2014-09-05,2018-02-26
130888,Axis Hybrid Fund - Series 14 - Regular Plan - Growth,2014-09-05,2018-02-26
130889,Axis Hybrid Fund - Series 14 - Regular Plan - Dividend,2014-09-05,2018-02-26
130890,Sundaram Fixed Term Plan GJ Direct Plan Half Yearly Dividend Payout,2014-08-27,2017-08-21
130891,Sundaram Fixed Term Plan GJ Direct Plan Quarterly Dividend Payout,2014-08-27,2017-08-21
130892,Sundaram Fixed Term Plan GJ Regular Plan Growth,2014-08-27,2017-08-21
130893,Sundaram Fixed Term Plan GJ Regular Plan Half Yearly Dividend Payout,2014-08-27,2017-08-21
130894,Sundaram Fixed Term Plan GJ Regular Plan Quarterly Dividend Payout,2014-08-27,2017-08-21
130895,Sundaram Fixed Term Plan GJ Direct Plan Growth,2014-08-27,2017-08-21
130897,ICICI Prudential Banking and PSU Debt Fund - Bonus,2014-08-25,2020-04-24
130898,ICICI Prudential Equity Arbitrage Fund - Bonus,2014-08-22,2017-01-16
130899,ICICI Prudential Floating Interest Fund - Bonus,2014-09-12,2020-04-24
130900,ICICI Prudential Savings Fund - Bonus,2014-09-16,2020-04-24
130901,ICICI Prudential Gilt Investment PF Option - Bonus,2014-10-16,2018-05-24
130902,ICICI Prudential Short Term Gilt Fund - Bonus,2015-03-26,2015-05-11
130903,ICICI Prudential Gilt Fund - Bonus,2014-09-17,2016-08-16
130904,JM Equity Hybrid Fund (Direct) - Annual Bonus Option,2014-08-04,2022-10-07
130905,ICICI Prudential Gilt Treasury PF Option - Bonus,2014-12-11,2018-05-24
130912,Aditya Birla Sun Life Fixed Term Plan - Series LU (1104 days) - Direct Plan - Growth,2014-08-25,2017-08-28
130913,Aditya Birla Sun Life Fixed Term Plan - Series LU (1104 days) - Regular Plan - Growth,2014-08-25,2017-08-28
130914,Aditya Birla Sun Life Fixed Term Plan - Series LU (1104 days) - Regular Plan - Normal Dividend,2014-08-25,2017-08-28
130915,Aditya Birla Sun Life Fixed Term Plan - Series LU (1104 days) - Regular Plan - Quarterly Dividend,2014-08-25,2017-08-28
130916,Aditya Birla Sun Life Fixed Term Plan - Series LU (1104 days) - Direct Plan - Quarterly Dividend,2014-08-25,2017-08-28
130917,Aditya Birla Sun Life Fixed Term Plan - Series LU (1104 days) - Direct Plan - Normal Dividend,2014-08-25,2017-08-28
130932,ICICI Prudential Bond Fund - Bonus,2015-03-04,2018-06-29
130933,ICICI Prudential Liquid Fund - Bonus,2014-09-15,2017-03-07
130934,ICICI Prudential Liquid Fund - Direct Plan Bonus,2014-09-10,2020-04-24
130935,ICICI Prudential Medium Term Bond Fund - Bonus,2014-12-02,2020-04-24
130936,ICICI Prudential Medium Term Bond Fund - Direct Plan Bonus,2014-09-24,2020-04-24
130937,ICICI Prudential All Seasons Bond Fund - Bonus,2014-09-19,2020-04-24
130938,ICICI Prudential All Seasons Bond Fund - Direct Plan Bonus,2014-09-08,2020-04-24
130940,ICICI Prudential MIP - Direct Plan Bonus,2014-10-17,2018-05-24
130942,ICICI Prudential Ultra Short Term Fund - Direct Plan Bonus,2014-11-17,2020-04-24
130943,ICICI Prudential Credit Risk Fund - Bonus,2014-09-11,2020-04-24
130944,ICICI Prudential Credit Risk Fund - Direct Plan Bonus,2015-01-19,2019-02-05
130945,ICICI Prudential Money Market Fund -Bonus,2014-10-13,2016-11-21
130946,ICICI Prudential Money Market Fund - Direct Plan Bonus,2014-11-05,2020-04-24
130947,ICICI Prudential Corporate Bond Fund - Bonus,2014-08-20,2020-04-24
130948,ICICI Prudential Corporate Bond Fund - Direct Plan Bonus,2014-09-15,2015-01-29
130949,ICICI Prudential Blended Plan A - Direct Plan Bonus,2014-08-21,2015-10-09
130950,ICICI Prudential Banking and PSU Debt Fund - Direct Plan Bonus,2014-11-24,2018-04-09
130951,ICICI Prudential Equity Arbitrage Fund - Direct Plan Bonus,2014-08-27,2020-04-24
130952,ICICI Prudential Savings Fund - Direct Plan Bonus,2015-01-12,2017-03-14
130953,ICICI Prudential Floating Interest Fund - Direct Plan Bonus,2014-08-28,2014-09-24
130954,ICICI Prudential Gilt Investment PF Option - Direct Plan Bonus,2014-09-09,2018-05-24
130955,ICICI Prudential Gilt Fund - Direct Plan Bonus,2014-08-27,2020-04-24
130956,ICICI Prudential Short Term Gilt Fund - Direct Plan Bonus,2015-01-12,2018-03-26
130958,ICICI Prudential Interval Fund Annual Interval Plan - I - Direct Plan Bonus,2014-09-09,2017-09-25
130979,UTI FTIF Series XIX - XVIII (1105 Days) - Growth Option - Direct,2014-08-21,2017-08-23
130980,UTI FTIF Series XIX -XVIII (1105 Days) - Growth Option,2014-08-21,2017-08-23
130981,SBI DEBT FUND SERIES A - 39 (1100 DAYS) - REGULAR PLAN - GROWTH,2014-08-25,2017-08-18
130982,SBI DEBT FUND SERIES A - 39 (1100 DAYS) - REGULAR PLAN - DIVIDEND,2014-08-25,2017-08-18
130983,SBI DEBT FUNDS SERIES A - 39 (1100 DAYS) - DIRECT PLAN - GROWTH,2014-08-25,2017-08-18
130984,SBI DEBT FUND SERIES A - 39 (1100 DAYS) - DIRECT PLAN - DIVIDEND,2014-08-25,2017-08-18
130985,ICICI Prudential Value Fund - Series 5 Dividend Option,2014-09-11,2019-02-11
130986,ICICI Prudential Value Fund - Series 5 Direct Plan Dividend Option,2014-09-11,2019-02-11
130987,ICICI Prudential Value Fund - Series 5  Cumulative Option,2014-09-11,2019-02-11
130988,ICICI Prudential Value Fund - Series 5 Direct Plan Cumulative Option,2014-09-11,2019-02-11
130989,ICICI Prudential Multiple Yield Fund - Series 7 - 1825 Days Plan C Direct Plan Dividend Option,2014-09-08,2019-08-30
130990,ICICI Prudential Multiple Yield Fund - Series 7 - 1825 Days Plan C Cumulative Option,2014-09-08,2019-08-30
130991,ICICI Prudential Multiple Yield Fund - Series 7 - 1825 Days Plan C Direct Plan Cumulative Option,2014-09-08,2019-08-30
130992,ICICI Prudential Multiple Yield Fund - Series 7 - 1825 Days Plan C Dividend Option,2014-09-08,2019-08-30
130994,DWS Arbitrage Fund - Direct Plan - Growth,2014-08-28,2016-03-02
131002,Sundaram Select Micro Cap Series V- Direct Plan Dividend Option,2014-09-05,2018-03-05
131003,Sundaram Select Micro Cap Series V - Direct Plan Growth Option,2014-09-05,2018-03-05
131004,Sundaram Select Micro Cap Series V - Regular Plan Dividend Option,2014-09-05,2018-03-05
131005,Sundaram Select Micro Cap Series V- Regular Plan Growth Option,2014-09-05,2018-03-05
131006,ICICI Prudential Fixed Maturity Plan - Series 75 - 1100 Days Plan G Direct Plan Dividend Option,2014-09-11,2017-09-12
131007,ICICI Prudential Fixed Maturity Plan - Series 75 - 1100 Days Plan G Direct Plan Cumulative Option,2014-09-11,2017-09-12
131008,ICICI Prudential Fixed Maturity Plan - Series 75 - 1100 Days Plan G Cumulative Option,2014-09-11,2017-09-12
131009,ICICI Prudential Fixed Maturity Plan - Series 75 - 1100 Days Plan G Dividend Option,2014-09-11,2017-09-12
131010,CANARA ROBECO CAPITAL PROTECTION ORIENTED FUND - SERIES 3-GROWTH PLAN,2014-09-24,2017-10-23
131011,CANARA ROBECO CAPITAL PROTECTION ORIENTED FUND-SERIES 3- DIvidend PLAN,2014-09-24,2017-10-23
131012,CANARA ROBECO CAPITAL PROTECTION ORIENDED FUND- SERIES 3 -DIRECT PLAN- DIVIDEND PAYOUT OPTION,2014-09-24,2017-10-23
131013,CANARA ROBECO CAPITAL PROTECTION ORIENTED FUND-SERIES 3-DIRECT PLAN-GROWTH OPTION,2014-09-24,2017-10-23
131014,ICICI Prudential Fixed Maturity Plan - Series 75 - 1100 Days Plan F Direct Plan Cumulative Option,2014-08-28,2017-08-29
131016,ICICI Prudential Fixed Maturity Plan - Series 75 - 1100 Days Plan F Cumulative Option,2014-08-28,2017-08-29
131017,ICICI Prudential Fixed Maturity Plan - Series 75 - 1100 Days Plan F Dividend Option,2014-08-28,2017-08-29
131018,UTI Focussed Equity Fund Series - 1 (2195 Days) - Regular Plan - Growth Option,2014-09-08,2020-09-07
131019,UTI Focussed Equity Fund Series - 1 (2195 Days) - Direct Plan - Growth Option,2014-09-08,2020-09-07
131020,UTI Focussed Equity Fund Series - 1 (2195 Days) - Regular Plan - Dividend Option,2014-09-08,2020-09-07
131021,UTI Focussed Equity Fund Series - 1 (2195 Days) - Direct Plan - Dividend Option,2014-09-08,2020-09-07
131022,DWS Arbitrage Fund - Regular Plan - Growth,2014-08-28,2016-03-02
131023,DWS Arbitrage Fund - Direct Plan - Regular Dividend,2014-08-28,2016-03-02
131024,DWS Arbitrage Fund - Direct Plan - Monthly Dividend,2014-08-28,2016-03-02
131025,DWS Arbitrage Fund - Direct Plan - Quarterly Dividend,2014-10-30,2016-03-02
131026,DWS Arbitrage Fund - Direct Plan - Annual Dividend,2014-08-28,2016-03-02
131029,DWS Arbitrage Fund - Regular Plan - Monthly Dividend,2014-08-28,2016-03-02
131030,DWS Arbitrage Fund - Regular Plan - Quarterly Dividend,2014-08-28,2016-03-02
131031,DWS Arbitrage Fund - Regular Plan - Annual Dividend,2014-08-28,2016-03-02
131033,DWS Arbitrage Fund - Regular Plan - Regular Dividend,2014-08-28,2016-03-02
131035,HDFC FMP 1113D August 2014 (1) - Regular Option - Quarterly Dividend Option,2014-08-27,2017-09-12
131036,HDFC FMP 1113D August 2014 (1) - Direct Option - Flexi Option,2014-08-27,2014-11-07
131037,HDFC FMP 1113D August 2014 (1) - Direct Option - Growth Option,2014-08-27,2017-09-12
131038,HDFC FMP 1113D August 2014 (1) - Direct Option - Dividend Option,2014-08-27,2017-09-12
131039,HDFC FMP 1113D August 2014 (1) - Direct Option - Quarterly Dividend Option,2014-08-27,2017-09-12
131040,HDFC FMP 1113D August 2014 (1) - Regular Option - Dividend Option,2014-08-27,2017-09-12
131041,HDFC FMP 1113D August 2014 (1) - Regular Option - Flexi Option,2014-08-27,2017-09-12
131042,HDFC FMP 1113D August 2014 (1) - Regular Option - Growth Option,2014-08-27,2017-09-12
131043,Tata Dual Advantage Fund Series 2 Scheme A-Plan A Growth Option,2014-09-12,2017-10-17
131044,Tata Dual Advantage Fund Series 2 Scheme A-Direct Plan Dividend(Payout) Option,2014-09-12,2017-10-17
131045,Tata Dual Advantage Fund Series 2 Scheme A-Plan A Dividend(Payout) Option,2014-09-12,2017-10-17
131046,Tata Dual Advantage Fund Series 2 Scheme A -Direct Plan Growth Option,2014-09-12,2017-10-17
131047,LIC MF Diversified Equity Fund-Series 1-Direct Plan-Dividend Payout,2014-09-11,2017-09-12
131048,LIC MF Diversified Equity Fund-Series 1-Direct Plan-Growth,2014-09-11,2017-09-12
131049,LIC MF Diversified Equity Fund-Series 1-Regular Plan-Dividend Payout,2014-09-11,2017-09-12
131050,LIC MF Diversified Equity Fund-Series 1-Regular Plan-Growth,2014-09-11,2017-09-12
131051,ICICI Prudential Constant Maturity Gilt Fund - Growth,2014-09-15,2022-10-07
131053,ICICI Prudential Constant Maturity Gilt Fund - Direct Plan - Monthly IDCW,2014-09-15,2022-09-16
131054,ICICI Prudential Constant Maturity Gilt Fund - Direct Plan - Quarterly IDCW,2015-11-05,2022-10-07
