Scheme Code,Scheme Name,startDate,endDate
101795,ICICI Prudential Floating Interest Fund Plan A - Growth,2009-01-01,2020-04-24
101796,ICICI Prudential Floating Interest Fund Plan A - Fortnightly Dividend,2009-01-01,2020-04-24
101797,ICICI Prudential Savings Fund Plan C - Growth,2009-01-01,2015-06-12
101798,ICICI Prudential Floating Interest Fund Plan C - Fortnightly Dividend,2009-01-01,2020-04-24
101799,ICICI Prudential Floating Interest Fund Plan B - Dividend Daily,2009-01-01,2020-04-24
101800,ICICI Prudential Floating Interest Fund Plan A - Dividend Daily,2009-01-01,2020-04-24
101801,ICICI Prudential Floating Interest Fund Plan C - Dividend Daily,2009-01-01,2020-02-26
101802,ICICI Prudential Floating Interest Fund - Growth,2009-01-01,2022-10-07
101803,ICICI Prudential Floating Interest Fund - Fortnightly IDCW,2009-01-01,2022-09-16
101804,ICICI Prudential Floating Interest Fund - Daily IDCW,2009-01-01,2022-10-07
101805,JM Dynamic Bond Fund (Regular) - IDCW,2009-01-01,2022-10-07
101806,JM Dynamic Bond Fund (Regular) - Growth Option,2009-01-01,2022-10-07
101807,JM Dynamic Bond Fund (Regular)- Premium Plan IDCW,2009-01-01,2021-03-16
101808,JM Dynamic Bond Fund - Premium Plan - Growth Option,2009-01-01,2020-01-13
101815,Principal Personal Tax Saver Fund,2009-01-01,2021-12-27
101816,Aditya Birla Sun Life Regular Savings Fund - REGULAR - MONTHLY IDCW,2009-01-01,2022-10-07
101817,Birla Sun Life Regular Savings Fund - Regular Plan - Monthly Payment,2009-01-01,2013-04-05
101818,Aditya Birla Sun Life Regular Savings Fund - Growth / Payment - Regular Plan,2009-01-01,2022-10-07
101823,Tata Large & Mid Cap Fund Regular Plan - Payout of IDCW Option,2009-01-01,2022-10-07
101824,Tata Large & Mid Cap Fund- Regular Plan - Growth Option,2009-01-01,2022-10-07
101828,Tata Gilt Securities Short Maturity Fund -Regular Fund-Quarterly DIvidend,2009-01-01,2017-03-17
101829,LIC MF Savings Fund-Regular Plan-Monthly IDCW,2009-01-01,2022-10-07
101830,LIC MF Savings Fund-Regular Plan-Growth,2009-01-01,2022-10-07
101833,Tata Ethical Fund- Regular Plan - Payout of IDCW Option,2009-01-01,2022-10-07
101834,UTI - Master Equity Plan Unit Scheme,2009-01-01,2022-10-07
101837,DSP Credit Risk Fund - Regular Plan -Growth,2009-01-01,2022-10-07
101838,DSP Credit Risk Fund - Regular Plan - IDCW - Weekly,2009-01-01,2022-10-07
101839,DSP Credit Risk Fund - Regular Plan - IDCW,2009-01-01,2022-10-07
101840,DSP Credit Risk Fund - Regular Plan - IDCW - Daily,2009-01-01,2022-10-07
101843,Aditya Birla Sun Life Short Term Fund - REGULAR - IDCW,2009-01-01,2022-10-07
101844,Aditya Birla Sun Life Short Term Fund - Growth - Regular Plan,2009-01-01,2022-10-07
101847,Tata Money Market Fund-Regular Plan - Growth Option,2009-01-01,2022-10-07
101852,TATA Infrastructure Fund Regular Plan - Payout of IDCW Option,2009-01-01,2022-10-07
101853,Sundaram Diversified Equity (ELSS) Regular Plan - Growth,2009-01-01,2022-10-07
101856,Tata Income Plus Fund - Option C Dividend,2009-03-17,2012-06-12
101858,Tata Liquid Retail Investment Plan - Growth,2009-01-01,2017-10-27
101859,Tata Liquid High Investment Plan - Weekly,2009-01-01,2017-07-24
101860,Tata Liquid High Investment Plan - Growth,2009-01-01,2017-10-27
101861,Tata Liquid Fund-Regular Plan  - Weekly Dividend,2009-01-01,2017-10-27
101862,Nippon India Banking & Financial Services Fund-Growth Plan-Growth Option,2009-01-01,2022-10-07
101863,Nippon India Banking & Financial Services Fund-Growth Plan-Bonus Option,2009-01-01,2022-10-07
101864,Nippon India Banking & Financial Services Fund - IDCW Option,2009-01-01,2022-10-07
101866,LIC MF Debt Hybrid Fund-Regular Plan-Monthly IDCW,2009-01-01,2022-10-07
101867,LIC MF Debt Hybrid Fund-Regular Plan-Quarterly IDCW,2009-01-01,2022-10-07
101868,LIC MF Debt Hybrid Fund-Regular Plan-Yearly IDCW,2009-01-01,2022-10-07
101869,LIC MF Debt Hybrid Fund-Regular Plan-Growth,2009-01-01,2022-10-07
101871,Tata Life Science & Technology Fund - Dividend Option,2009-01-01,2012-09-14
101872,HDFC Dynamic Debt Fund - Growth Option,2009-01-01,2022-10-07
101873,HDFC Dynamic Debt Fund - Quarterly IDCW Option,2009-01-01,2022-10-07
101874,HDFC Dynamic Debt Fund - Half Yearly IDCW Option,2009-01-01,2022-10-07
101875,HDFC Dynamic Debt Fund - Yearly IDCW Option,2009-01-01,2022-10-07
101883,Tata Gilt Securities Short Maturity Fund -Regular Plan-Growth,2009-01-01,2017-03-17
101884,Liquid Benchmark Exchange Traded Scheme (Liquid BeES),2009-01-01,2011-08-18
101892,Kotak Money market Scheme - (Monthly Payout of Income Distribution cum capital withdrawal option),2009-01-01,2022-10-07
101893,Kotak Money Market Scheme - (Growth),2009-01-01,2022-10-07
101894,Kotak Money Market Scheme - (Weekly Reinvestment of Income Distribution cum capital withdrawal option),2009-01-01,2021-09-17
101895,DBS Chola Monthly Income Plan-Regular-Monthly Dividend Plan,2009-01-01,2010-02-15
101898,UTI Sunder,2009-01-01,2012-03-14
101902,Tata Gilt High Fund - Dividend Opt,2009-01-01,2017-10-27
101906,Tata Equity Savings Fund -Regular Plan-Growth Option,2009-01-01,2022-10-07
101909,Tata Dynamic Bond Fund- Regular Plan - Growth Option,2009-01-01,2022-09-23
101910,Tata Dynamic Bond Fund B - Growth,2009-01-01,2017-10-27
101912,BARODA  HYBRID EQUITY FUND - Plan A - Growth Option,2009-01-01,2022-03-13
101913,BARODA HYBRID EQUITY FUND - Plan A - IDCW Option,2009-01-01,2022-03-13
101922,CANARA ROBECO FLEXICAP FUND - REGULAR PLAN - GROWTH OPTION,2009-01-01,2022-10-07
101923,CANARA ROBECO FLEXICAP FUND - REGULAR PLAN - IDCW (Payout/Reinvestment),2009-01-01,2022-10-07
101924,Canara Robeco Equity Diversified-Bonus Option,2009-01-01,2013-02-01
101932,SBI MAGNUM GILT FUND -  GROWTH - PF (Regular) Option,2009-01-01,2022-10-07
101933,SBI MAGNUM GILT FUND -  GROWTH - PF (Fixed Period - 2 Yrs) Option,2009-01-01,2017-09-01
101934,SBI MAGNUM GILT FUND -  GROWTH - PF (Fixed Period - 3 Yrs) Option,2009-01-01,2022-10-07
101935,SBI Magnum Gilt Fund - Income Distribution cum Capital Withdrawal Option (IDCW) - PF (Regular),2009-01-01,2022-10-07
101944,Tata Gilt Retirement Plan (28-2-08) Div,2009-01-29,2011-06-09
101945,Tata Gilt Retirement Plan- 28/2/25 Growth Option,2009-01-01,2022-10-07
101950,SBI Magnum Gilt Fund - Income Distribution cum Capital Withdrawal Option (IDCW) - PF (Fixed Period - 1 Yr),2009-01-01,2022-10-07
101951,SBI Magnum Gilt Fund - Income Distribution cum Capital Withdrawal Option (IDCW) - PF (Fixed Period - 2 Yrs),2009-01-01,2022-10-07
101952,SBI Magnum Gilt Fund - Income Distribution cum Capital Withdrawal Option (IDCW) - PF (Fixed Period - 3 Yrs),2009-01-01,2022-10-07
101953,Kotak Income Plus-(Monthly Dividend),2009-01-01,2011-02-28
101954,Kotak Income Plus-(Growth),2009-01-01,2011-02-28
101955,Kotak Income Plus-(Quaterly Dividend),2009-01-01,2011-02-28
101956,Tata Gilt Retirement Plan (28-2-13) Growth,2009-01-01,2013-05-08
101958,DBS Chola Liquid Fund - Institutional Plus Weekly Dividend,2009-01-01,2010-02-15
101966,Tata Income Plus Fund - Option C Growth,2009-03-17,2012-06-12
101968,Birla Sun Life Floating Rate Fund-Long Term - Retail Plan-Dividend,2009-01-01,2011-02-11
101969,Birla Sun Life Floating Rate - Long Term - Retail - Growth,2009-01-01,2013-05-28
101970,Aditya Birla Sun Life Money Manager Fund - RETAIL - WEEKLY IDCW,2009-01-01,2022-10-07
101971,Aditya Birla Sun Life Money Manager Fund - Retail Growth,2009-01-01,2022-10-07
101972,Aditya Birla Sun Life Money Manager Fund - Retail - Daily IDCW,2009-01-01,2022-10-07
101973,Aditya Birla Sun Life Money Manager Fund - Daily IDCW,2009-01-01,2022-10-07
101974,Aditya Birla Sun Life Money Manager Fund - WEEKLY IDCW,2009-01-01,2022-10-07
101975,Aditya Birla Sun Life Floating Rate Fund-Short Term Plan-Institutional Fortnightly Dividend,2009-01-01,2011-02-16
101976,Aditya Birla Sun Life Money Manager Fund - Growth,2009-01-01,2022-10-07
101977,HDFC Prudence Fund - Growth Option,2009-01-01,2018-06-01
101978,HDFC Prudence Fund - Dividend Option,2009-01-01,2018-06-01
101979,HDFC Taxsaver - Growth Plan,2009-01-01,2022-10-07
101980,HDFC Taxsaver - IDCW Plan,2009-01-01,2022-10-07
101982,Tata Liquid Retail Investment PLan - Daily,2009-01-01,2017-10-27
101983,Tata Liquid Retail Investment Plan - Fortnightly,2009-01-01,2017-10-27
101984,Tata Liquid High Investment Plan - Daily,2009-01-01,2017-10-27
101985,Tata Liquid High Investment Plan - Monthly,2009-01-01,2017-04-01
101986,Tata Money Market Fund- Regular Plan - Daily Reinvestment of IDCW Option,2009-01-01,2022-10-07
101987,Tata Liquid Fund Reglar Plan - Monthly Dividend,2009-01-01,2017-10-27
101989,HDFC Medium Term Debt Fund - Growth Option,2009-01-01,2022-10-07
101990,HDFC Medium Term Debt Fund - Fornightly IDCW Option,2009-01-01,2022-10-07
101993,HDFC Money Market Fund - Growth Option,2009-01-01,2022-10-07
101994,HDFC Money Market Fund - Daily IDCW Option,2009-01-01,2022-10-07
101995,HDFC Money Market Fund - Weekly IDCW Option,2009-01-01,2022-10-07
101996,HDFC Overnight Fund - Growth Option,2009-01-01,2022-10-08
101997,HDFC Overnight Fund - IDCW Option (Daily),2009-01-01,2022-10-07
102000,HDFC Top 100 Fund - Growth Option - Regular Plan,2009-01-01,2022-10-07
102001,HDFC Top 100 Fund - IDCW Option - Regular Plan,2009-01-01,2022-10-07
102007,UTI-  Liquid Cash Plan- Discontinued -Regular Plan Periodic Dividend Option,2009-01-01,2022-10-08
102008,UTI-  Liquid Cash Plan- Discontinued - Regular Plan - Monthly Dividend Option,2009-01-01,2022-10-08
102009,UTI-  Liquid Cash Plan- Discontinued - Regular Plan -Growth,2009-01-01,2022-10-08
102010,UTI Liquid Cash Plan - Regular Plan - Daily IDCW (Reinvestment),2009-01-01,2022-10-08
102011,UTI Liquid Cash Plan - Regular Plan - Monthly IDCW,2009-01-01,2022-10-08
102012,UTI-  Liquid Cash Plan - Regular Plan - Growth Option,2009-01-01,2022-10-08
102013,UTI Liquid Cash Plan - Regular Plan - Weekly IDCW,2009-01-01,2022-10-08
102016,Tata Gilt High Fund - Growth,2009-01-01,2017-10-27
102018,DBS Chola Monthly Income Plan -Regular - Cumulative Plan,2009-01-01,2010-02-15
102019,DBS Chola Monthly Income Plan -Reg.-Quarterly Dividend Plan,2009-01-01,2010-02-15
102020,Baroda BNP Paribas MULTI CAP FUND - Regular Plan - Growth Option,2009-01-01,2022-10-07
102021,Baroda BNP Paribas MULTI CAP FUND - Regular Plan - IDCW Option,2009-01-01,2022-10-07
102024,JM MIP FUND-Monthly Dividend,2009-01-01,2017-04-28
102025,JM MIP FUND-Quarterly Dividend,2009-01-01,2017-04-28
102026,JM MIP FUND-Annual Dividend,2009-01-01,2017-04-28
102027,JM MIP FUND-Growth,2009-01-01,2017-04-28
102031,Tata Dynamic Bond Fund B - Dividend,2009-01-01,2017-10-27
102036,Tata Large Cap Fund- Regular Plan - Payout of IDCW Option,2009-01-01,2022-10-07
102045,Tata Gilt Retirement Plan (28-2-10) Growth,2009-01-01,2011-06-09
102046,Tata Gilt Retirement Plan (28/2/25) - Payout of IDCW Option,2009-01-01,2022-10-07
102047,Tata Gilt Retirement Plan 28/2/11 Dividend Option,2009-01-29,2012-06-12
102053,SBI MAGNUM MEDIUM DURATION FUND - REGULAR PLAN - GROWTH,2009-01-01,2022-10-07
102054,SBI Magnum Medium Duration Fund - Regular Plan - Income Distribution cum Capital Withdrawal Option (IDCW),2009-01-01,2022-10-07
102055,SBI Magnum Income Plus Fund - Savings Plan (G),2009-01-01,2012-10-04
102056,SBI Magnum Income Plus Fund - Savings Plan (D),2009-01-01,2012-10-04
102060,ICICI Prudential Gilt Fund Investment Plan PF Option - Growth,2009-01-01,2018-05-24
102061,SBI MAGNUM GILT FUND -  GROWTH - PF (Fixed Period - 1 Yr) Option,2009-01-01,2017-09-01
102062,Tata Gilt Retirement Plan (28-2-09) Growth,2009-01-01,2011-06-09
102065,HSBC Gilt Fund  - Dividend,2009-01-01,2015-12-01
102066,HSBC Gilt Fund  - Growth,2009-01-01,2015-12-01
102067,Tata Gilt Retirement Plan (28-2-11) Growth,2009-01-01,2011-06-09
102079,Tata Gilt Retirement Plan (28-2-09) Dividend,2009-01-01,2011-06-09
102080,Tata Gilt Retirement Plan (28-2-10) Dividend,2009-01-29,2011-06-09
102086,Tata Gilt Retirement Plan (28-2-13) Dividend,2009-01-01,2013-05-08
102088,Tata Gilt Retirement Plan (28-2-14) Growth,2009-01-29,2013-10-25
102107,Franklin INDIA LIFE STAGE FUND OF FUNDS - THE 20S PLAN (G),2009-01-01,2022-10-07
102108,Franklin India Life Stage Fund of Funds - 20's Plan - IDCW ,2009-01-01,2022-10-07
102109,Franklin INDIA LIFE STAGE FUND OF FUNDS - THE 30S PLAN (G),2009-01-01,2022-10-07
102110,Franklin India Life Stage Fund of Funds - 30's Plan - IDCW ,2009-01-01,2022-10-07
102111,Franklin India Life Stage Fund of Funds - 40's Plan - IDCW ,2009-01-01,2022-10-07
102112,Franklin INDIA LIFE STAGE FUND OF FUNDS - THE 40S PLAN (G),2009-01-01,2022-10-07
102113,Franklin India Life Stage Fund of Funds - 50's Plus Plan - IDCW ,2009-01-01,2022-10-07
102114,Franklin INDIA LIFE STAGE FUND OF FUNDS - THE 50+S PLAN (G),2009-01-01,2022-10-07
102116,Tata Gilt Retirement Plan (28-2-16) Growth,2009-01-01,2013-10-25
102118,Tata Equity Savings Fund- Regular Plan - Periodic Payout of IDCW Option,2009-01-01,2022-10-07
102119,Tata Gilt Retirement Plan28/2/18 Dividend Option,2009-01-29,2013-10-25
102126,Tata Gilt Retirement Plan (28-2-15) Growth,2009-01-29,2013-10-25
102133,ICICI Prudential Passive Strategy Fund (FOF) - Growth,2009-01-01,2022-10-07
102134,ICICI Prudential Passive Strategy Fund (FOF) - IDCW,2009-01-01,2022-10-07
102135,ICICI Prudential Thematic Advantage Fund (FOF) - Growth,2009-01-01,2022-10-07
102136,ICICI Prudential Thematic Advantage Fund (FOF) - IDCW,2009-01-01,2022-10-07
102137,ICICI Prudential Asset Allocator Fund (FOF) - Growth,2009-01-01,2022-10-07
102138,ICICI Prudential Asset Allocator Fund (FOF) - IDCW,2009-01-01,2022-10-07
102139,ICICI Prudential Income Optimizer Fund (FOF) - Growth,2009-01-01,2022-10-07
102140,ICICI Prudential Income Optimizer Fund (FOF) - IDCW,2009-01-01,2022-10-07
102141,ICICI Prudential Debt Management Fund (FOF) - Growth,2009-01-01,2022-10-07
102142,Sundaram Consumption Fund(Formerly Known as Sundaram Rural and Consumption Fund Regular Plan - Growth),2009-01-01,2022-10-07
102143,ICICI Prudential Debt Management Fund (FOF ) - IDCW,2009-01-01,2022-10-07
102144,HDFC MF Monthly Income Plan-Short Term Plan-Growth Option,2009-01-01,2018-05-25
102145,HDFC MF Monthly Income Plan-Short Term Plan-Monthly Dividend Option,2009-01-01,2018-05-25
102146,HDFC MF Monthly Income Plan-Short Term Plan-Quarterly Dividend Option,2009-01-01,2018-05-25
102147,HDFC Hybrid Debt Fund - Growth Plan,2009-01-01,2022-10-07
102148,HDFC Hybrid Debt Fund - IDCW Monthly,2009-01-01,2022-10-07
102149,HDFC Hybrid Debt Fund - IDCW Quarterly,2009-01-01,2022-10-07
102152,Tata Money Market Fund Regular (Bonus / Dividend),2009-01-01,2017-10-27
102153,Tata Money Market Fund Regular (Growth),2009-01-01,2017-10-27
102154,Tata Floating Rate Fund - Regular Plan- Dividend,2009-01-01,2015-11-17
102155,Tata Floating Rate Fund - Long Term Plan- Regular Plan - Growth,2009-01-01,2015-11-17
102169,Principal Corporate Bond Fund - Dividend - Monthly,2009-01-01,2019-05-29
102170,Principal Corporate Bond Fund - Dividend - Quarterly,2009-01-01,2019-05-29
102171,Principal Corporate Bond Fund -Growth,2009-01-01,2019-05-29
102172,Nippon India Hybrid Bond Fund-Growth Plan,2009-01-01,2022-10-07
102173,NIPPON INDIA HYBRID BOND FUND - MONTHLY IDCW Option,2009-01-01,2022-10-07
102174,NIPPON INDIA HYBRID BOND FUND - QUARTERLY IDCW Option,2009-01-01,2022-10-07
102175,Sundaram  Monthly Income Plan-Monthly Dividend,2009-01-01,2016-09-09
102176,Sundaram  Monthly Income Plan-Quarterly-Dividend,2009-01-01,2016-09-09
102177,Sundaram Monthly Income Plan-Half-yearly Dividend,2009-01-01,2016-09-09
102178,Sundaram Monthly Income Plan-Growth,2009-01-01,2016-09-09
102179,JM G-Sec - PF Plus-Growth Plan,2009-01-01,2009-07-02
102180,JM G-Sec - PF Plus-Dividend Plan,2009-01-01,2009-07-02
102182,Kotak Global-India-Dividend,2009-01-01,2009-06-30
102183,Kotak Global-India-Growth,2009-01-01,2009-06-30
102184,Aditya Birla Sun Life Asset Allocation Fund-Aggressive Plan-Dividend Plan,2009-01-01,2016-02-05
102185,Aditya Birla Sun Life Asset Allocation Fund-Aggressive Plan-Growth Plan,2009-01-01,2016-02-05
102186,Aditya Birla Sun Life Asset Allocation Fund-Moderate Plan-Dividend Plan,2009-01-01,2016-02-05
102187,Aditya Birla Sun Life Asset Allocation Fund-Moderate Plan-Growth Plan,2009-01-01,2016-02-05
102188,Aditya Birla Sun Life Asset Allocation Fund-Conservative Plan-Dividend Plan,2009-01-01,2016-02-05
102189,Aditya Birla Sun Life Asset Allocation Fund-Conservative Plan-Growth Plan,2009-01-01,2016-02-05
102193,DWS Equity Income Fund - Monthly Dividend option,2009-01-01,2016-03-02
102194,DWS Equity Income Fund - Quarterly  Dividend,2009-01-01,2016-03-02
102195,DWS Equity Income Fund - Annual Dividend option,2009-01-01,2016-03-02
102196,DWS Equity Income Fund - Growth Option,2009-01-01,2016-03-02
102201,SBI MAGNUM NRI - SHORT TERM BOND PLAN-GROWTH,2009-01-01,2010-11-15
102202,SBI MAGNUM NRI - SHORT TERM BOND PLAN-DIVIDEND,2009-01-01,2010-11-15
102203,DWS Investment Opportunity Fund - Dividend Option,2009-01-01,2016-03-02
102204,DWS Investment Opportunity Fund - Growth Option,2009-01-01,2016-03-02
102205,SBI Dynamic Bond Fund - REGULAR PLAN - Growth,2009-01-01,2022-10-07
102206,SBI Dynamic Bond Fund - Regular Plan - Income Distribution cum Capital Withdrawal Option (IDCW),2009-01-01,2022-10-07
102207,SBI MAGNUM NRI FLEXIASSET PLAN-GROWTH,2009-01-01,2012-10-04
102208,SBI MAGNUM NRI FLEXIASSET PLAN-DIVIDEND,2009-01-01,2012-10-04
102222,ING Dynamic Duration Fund-Growth Option,2009-01-01,2009-09-18
102223,ING Dynamic Duration Fund-Annual Dividend Option,2009-01-01,2009-09-18
102224,ING Dynamic Duration Fund-Monthly Dividend Option,2009-01-01,2009-09-18
102225,ING Dynamic Duration Fund-Quarterly Dividend Option,2009-01-01,2009-09-18
102226,ING Dynamic Duration Fund-Half Yearly Dividend Option,2009-01-01,2009-09-18
102231,ING Dynamic Duration Fund-Bonus Option,2009-01-01,2009-09-18
102232,ING MIP Fund-Growth Option,2009-01-01,2014-10-09
102233,ING MIP Fund-Monthly Dividend Option,2009-01-01,2014-10-09
102234,ING MIP Fund-Quarterly Dividend Option,2009-01-01,2014-10-09
102235,ING MIP Fund-Half Yearly Dividend Option,2009-01-01,2014-10-09
102236,ING MIP Fund-Annual Dividend Option,2009-01-01,2014-10-09
102240,ING MIP Fund-Bonus Option,2009-01-01,2009-06-12
102242,ING Large Cap Equity Fund-Growth Option,2009-01-01,2014-10-09
102243,ING Large Cap Equity Fund-Dividend Option,2009-01-01,2014-10-09
102245,ING Large Cap Equity Fund-Bonus Option,2009-01-01,2009-06-12
102248,ICICI Prudential Gilt Fund Treasury Plan PF Option - Growth,2009-01-01,2018-05-24
102249,ICICI Prudential Advisor Series - Conservative Fund - Moderate Plan Dividend-NRI Option,2010-10-26,2011-11-23
102251,HSBC Flexi Cap Fund - IDCW,2009-01-01,2022-10-07
102252,HSBC Flexi Cap Fund - Growth,2009-01-01,2022-10-07
102257,HSBC MIP - Regular -  Dividend - Monthly,2009-01-01,2016-10-07
102258,HSBC MIP - Regular - Dividend - Quarterly,2009-01-01,2016-10-07
102259,HSBC MIP - Regular - Growth,2009-01-01,2016-10-07
102260,HSBC Regular Savings Fund - Monthly IDCW ,2009-01-01,2022-10-07
102261,HSBC Regular Savings Fund - Quarterly IDCW,2009-01-01,2022-10-07
102262,HSBC Regular Savings Fund - Growth,2009-01-01,2022-10-07
102263,Tata Gilt Securities Fund RIP ( Bonus),2009-01-01,2017-10-27
102266,UTI CCF Investment Plan - Regular Plan - IDCW,2009-01-01,2022-10-07
102267,UTI CCF Investment Plan - Regular Plan - Growth Option,2009-01-01,2022-10-07
102268,LIC NOMURA MF Floating Rate Fund - Short Term Plan-Growth,2009-01-01,2014-03-03
102269,LIC NOMURA MF Floating Rate Fund - Short Term Plan-Weekly Dividend,2009-01-01,2014-03-03
102270,Franklin FMCG Fund - Dividend,2009-01-01,2011-09-12
102271,Franklin Pharma Fund - Dividend,2009-01-01,2011-09-12
102272,SBI NIFTY INDEX FUND - REGULAR PLAN - GROWTH,2009-01-01,2022-10-07
102273,SBI Nifty Index Fund - Regular Plan - Income Distribution cum Capital Withdrawal Option (IDCW),2009-01-01,2022-10-07
102280,Tata M I P Plus Fund - Regular Plan-Monthly Dividend,2009-01-01,2015-08-28
102281,Tata M I P Plus Fund -Regular Plan- Quarterly Dividend,2009-01-01,2015-08-28
102282,Tata M I P Plus Fund -Regular Plan- Half Yearly Dividend,2009-01-01,2015-08-28
102283,Tata MIP Plus Fund -Regular Plan - Growth,2009-01-01,2015-08-28
102315,ING Tax Savings Fund-Growth Option,2009-01-01,2014-10-09
102316,ING Tax Savings Fund-Dividend Option,2009-01-01,2014-10-09
102317,ING Tax Savings Fund-Bonus Option,2009-01-01,2014-10-09
102320,Franklin India Index Fund - BSE Plan - Growth Plan,2009-01-01,2014-08-25
102326,Tata Mid Cap Growth Fund-Regular Plan - IDCW Option,2009-01-01,2022-10-07
102328,Tata Mid Cap Growth Fund Regular Plan- Growth Option,2009-01-01,2022-10-07
102329,Tata Mid Cap Growth Fund Regular Plan  - Bonus (Growth),2009-01-01,2017-10-27
102330,ICICI Prudential Regular Savings Fund - Plan - Growth,2009-01-01,2022-10-07
102331,ICICI Prudential Regular Savings Fund - Plan - Monthly IDCW,2009-01-01,2022-10-07
102336,Principal Global Opportunities Fund- Income Distribution CUM Capital Withdrawal Option,2009-01-02,2021-12-31
102337,Principal Global Opportunities Fund-Growth Option,2009-01-02,2021-12-31
102381,ING Gilt Fund Provident Fund - Dynamic Plan-Growth Option,2009-01-01,2014-10-09
102382,ING Gilt Fund Provident Fund - Dynamic Plan-Growth Auto Income Payout Option,2009-01-01,2014-10-09
102383,ING Gilt Fund Provident Fund - Dynamic Plan-Half Yearly Dividend Option,2009-01-01,2014-10-09
102384,ING Gilt Fund Provident Fund - Dynamic Plan-Annual Dividend Option,2009-01-01,2014-10-09
102393,UTI Mid Cap Fund - Regular Plan - IDCW,2009-01-01,2022-10-07
102394,UTI Mid Cap Fund-Growth Option,2009-01-01,2022-10-07
102395,UTI Infrastructure Fund-Growth Option,2009-01-01,2022-10-07
102396,UTI Infrastructure Fund - Regular Plan - IDCW,2009-01-01,2022-10-07
102397,UTI Transportation and Logistics Fund - Regular Plan - IDCW,2009-01-01,2022-10-07
102398,UTI-Transpotation and Logistics  Fund-Growth Option,2009-01-01,2022-10-07
102401,UTI Banking and Financial Services Fund - Regular Plan - Growth Option,2009-01-01,2022-10-07
102402,UTI Banking and Financial Services Fund - Regular Plan - IDCW,2009-01-01,2022-10-07
102414,SBI CONTRA FUND - REGULAR PLAN -GROWTH,2009-01-01,2022-10-07
102426,Principal Resurgent India Equity Fund-Growth,2009-01-01,2010-10-29
102427,Principal Resurgent India Equity Fund-Dividend,2009-01-01,2010-10-29
102428,Tata Equity P/E Fund Regular Plan - Payout of IDCW-Option B(10%),2009-01-01,2022-10-07
102431,Nippon India Pharma Fund-Growth Plan-Growth Option,2009-01-01,2022-10-07
102432,Nippon India Pharma Fund-Growth Plan-Bonus Option,2009-01-01,2022-10-07
102433,NIPPON INDIA PHARMA FUND - IDCW Option,2009-01-01,2022-10-07
102434,DSP India T.I.G.E.R. Fund - Regular Plan - Growth,2009-01-01,2022-10-07
102435,DSP India T.I.G.E.R. Fund - Regular Plan - IDCW,2009-01-01,2022-10-07
102441,Franklin India Liquid Fund - Institution-Growth,2009-01-01,2020-07-08
102442,Franklin India Liquid Fund - Institutional Plan - Weekly - IDCW,2009-01-01,2022-10-07
102443,Franklin India Liquid Fund - Institutional Plan - Daily - IDCW,2009-01-01,2022-10-07
102445,DSP BlackRock Savings Manager Fund - Conservative - Growth,2009-01-01,2011-02-25
102446,DSP BlackRock Savings Manager Fund - Conservative - Monthly Dividend,2009-01-01,2011-02-25
102447,DSP BlackRock Savings Manager Fund - Conservative - Quarterly Dividend,2009-01-01,2011-02-25
102448,DSP Regular Savings Fund- Regular Plan - Growth,2009-01-01,2022-10-07
102450,DSP Regular Savings Fund - Regular Plan - IDCW - Monthly,2009-01-01,2022-10-07
102451,DSP Regular Savings Fund - Regular Plan - IDCW - Quarterly ,2009-01-01,2022-10-07
102452,HDFC Low Duration  Fund - Growth,2009-01-01,2022-10-07
102453,HDFC Low Duration  Fund - Weekly IDCW,2009-01-01,2022-10-07
102478,JM Mid Cap Fund-Dividend,2009-01-01,2011-04-01
102479,JM Mid Cap Fund-Growth,2009-01-01,2011-04-01
102480,JM Large Cap Fund-Dividend,2009-01-01,2011-04-01
102481,JM Large Cap Fund-Growth,2009-01-01,2011-04-01
102482,Sundaram India Leadership Fund-Growth,2009-01-01,2013-09-26
102483,Sundaram India Leadership Fund-Dividend,2009-01-01,2013-09-26
102503,SBI  SAVINGS FUND - REGULAR PLAN - GROWTH,2009-01-01,2022-10-07
102504,SBI Savings Fund - Regular Plan - Income Distribution cum Capital Withdrawal Option (IDCW),2009-01-01,2022-10-07
102505,SBI CREDIT RISK FUND - REGULAR PLAN - GROWTH,2009-01-01,2022-10-07
102506,SBI Credit Risk Fund - Regular Plan - Income Distribution cum Capital Withdrawal Option (IDCW),2009-01-01,2022-10-07
102507,OLD-SBI Magnum Income Fund - F R P - Long Term - Inst. (G),2009-01-01,2015-06-04
102508,SBI Magnum Income Fund - F R P - Long Term - Inst. (D),2009-01-01,2015-06-05
102509,UTI Gilt Fund - Regular Plan - IDCW,2009-01-01,2022-10-07
102510,UTI - GILT FUND - Regular Plan - Growth Option,2009-01-01,2022-10-07
102511,UTI - GILT FUND -Discontinued PF Plan -Dividend Option,2009-01-01,2022-10-07
102512,UTI - GILT FUND - Discontinued PF Plan - Growth Option,2009-01-01,2022-10-07
102513,UTI - GILT ADVANTAGE-LONG TERM PF-( PRESCRIBED APPRECIATION AUTO REDEMPTION,2009-01-01,2011-01-06
102514,UTI - GILT FUND - Discontinued PF Plan Prescribed Date Auto Redemption Option,2009-01-01,2022-10-07
102528,ICICI Prudential MidCap Fund - Growth,2009-01-01,2022-10-07
102529,ICICI Prudential MidCap Fund - IDCW,2009-01-01,2022-10-07
