Scheme Code,Scheme Name,Net Asset Value,Date,Duration Days
119091,HDFC Liquid Fund - Growth Option - Direct Plan,2922.4325,2015-12-17,30
119091,HDFC Liquid Fund - Growth Option - Direct Plan,2923.0394,2015-12-18,30
119091,HDFC Liquid Fund - Growth Option - Direct Plan,2924.2878,2015-12-20,30
119091,HDFC Liquid Fund - Growth Option - Direct Plan,2924.8962,2015-12-21,30
119091,HDFC Liquid Fund - Growth Option - Direct Plan,2925.53,2015-12-22,30
119091,HDFC Liquid Fund - Growth Option - Direct Plan,2926.144,2015-12-23,30
119091,HDFC Liquid Fund - Growth Option - Direct Plan,2928.5301,2015-12-27,30
119091,HDFC Liquid Fund - Growth Option - Direct Plan,2929.1325,2015-12-28,30
119091,HDFC Liquid Fund - Growth Option - Direct Plan,2929.7395,2015-12-29,30
119091,HDFC Liquid Fund - Growth Option - Direct Plan,2930.3655,2015-12-30,30
119091,HDFC Liquid Fund - Growth Option - Direct Plan,2931.1063,2015-12-31,30
119091,HDFC Liquid Fund - Growth Option - Direct Plan,27.2374,2015-02-01,30
119091,HDFC Liquid Fund - Growth Option - Direct Plan,27.2436,2015-02-02,30
119091,HDFC Liquid Fund - Growth Option - Direct Plan,27.2498,2015-02-03,30
119091,HDFC Liquid Fund - Growth Option - Direct Plan,27.2561,2015-02-04,30
119091,HDFC Liquid Fund - Growth Option - Direct Plan,27.2624,2015-02-05,30
119091,HDFC Liquid Fund - Growth Option - Direct Plan,27.2686,2015-02-06,30
119091,HDFC Liquid Fund - Growth Option - Direct Plan,27.2811,2015-02-08,30
119091,HDFC Liquid Fund - Growth Option - Direct Plan,27.2874,2015-02-09,30
119091,HDFC Liquid Fund - Growth Option - Direct Plan,27.2936,2015-02-10,30
119091,HDFC Liquid Fund - Growth Option - Direct Plan,27.2998,2015-02-11,30
119091,HDFC Liquid Fund - Growth Option - Direct Plan,27.3061,2015-02-12,30
119091,HDFC Liquid Fund - Growth Option - Direct Plan,27.3124,2015-02-13,30
119091,HDFC Liquid Fund - Growth Option - Direct Plan,27.325,2015-02-15,30
119091,HDFC Liquid Fund - Growth Option - Direct Plan,27.3311,2015-02-16,30
119091,HDFC Liquid Fund - Growth Option - Direct Plan,27.3374,2015-02-17,30
119091,HDFC Liquid Fund - Growth Option - Direct Plan,27.3437,2015-02-18,30
119091,HDFC Liquid Fund - Growth Option - Direct Plan,27.35,2015-02-19,30
119091,HDFC Liquid Fund - Growth Option - Direct Plan,27.3563,2015-02-20,30
119091,HDFC Liquid Fund - Growth Option - Direct Plan,27.3689,2015-02-22,30
119091,HDFC Liquid Fund - Growth Option - Direct Plan,27.3751,2015-02-23,30
119091,HDFC Liquid Fund - Growth Option - Direct Plan,27.3814,2015-02-24,30
119091,HDFC Liquid Fund - Growth Option - Direct Plan,27.3877,2015-02-25,30
119091,HDFC Liquid Fund - Growth Option - Direct Plan,27.3942,2015-02-26,30
119091,HDFC Liquid Fund - Growth Option - Direct Plan,27.4007,2015-02-27,30
119091,HDFC Liquid Fund - Growth Option - Direct Plan,27.0442,2015-01-01,30
119091,HDFC Liquid Fund - Growth Option - Direct Plan,27.0504,2015-01-02,30
119091,HDFC Liquid Fund - Growth Option - Direct Plan,27.0628,2015-01-04,30
119091,HDFC Liquid Fund - Growth Option - Direct Plan,27.0691,2015-01-05,30
119091,HDFC Liquid Fund - Growth Option - Direct Plan,27.0753,2015-01-06,30
119091,HDFC Liquid Fund - Growth Option - Direct Plan,27.0815,2015-01-07,30
119091,HDFC Liquid Fund - Growth Option - Direct Plan,27.0877,2015-01-08,30
119091,HDFC Liquid Fund - Growth Option - Direct Plan,27.094,2015-01-09,30
119091,HDFC Liquid Fund - Growth Option - Direct Plan,27.1065,2015-01-11,30
119091,HDFC Liquid Fund - Growth Option - Direct Plan,27.1127,2015-01-12,30
119091,HDFC Liquid Fund - Growth Option - Direct Plan,27.1189,2015-01-13,30
119091,HDFC Liquid Fund - Growth Option - Direct Plan,27.1252,2015-01-14,30
119091,HDFC Liquid Fund - Growth Option - Direct Plan,27.1315,2015-01-15,30
119091,HDFC Liquid Fund - Growth Option - Direct Plan,27.1377,2015-01-16,30
119091,HDFC Liquid Fund - Growth Option - Direct Plan,27.1502,2015-01-18,30
119091,HDFC Liquid Fund - Growth Option - Direct Plan,27.1564,2015-01-19,30
119091,HDFC Liquid Fund - Growth Option - Direct Plan,27.1626,2015-01-20,30
119091,HDFC Liquid Fund - Growth Option - Direct Plan,27.1688,2015-01-21,30
119091,HDFC Liquid Fund - Growth Option - Direct Plan,27.1751,2015-01-22,30
119091,HDFC Liquid Fund - Growth Option - Direct Plan,27.1813,2015-01-23,30
119091,HDFC Liquid Fund - Growth Option - Direct Plan,27.1997,2015-01-26,30
119091,HDFC Liquid Fund - Growth Option - Direct Plan,27.206,2015-01-27,30
119091,HDFC Liquid Fund - Growth Option - Direct Plan,27.2122,2015-01-28,30
119091,HDFC Liquid Fund - Growth Option - Direct Plan,27.2185,2015-01-29,30
119091,HDFC Liquid Fund - Growth Option - Direct Plan,27.2248,2015-01-30,30
119091,HDFC Liquid Fund - Growth Option - Direct Plan,28.2047,2015-07-01,30
119091,HDFC Liquid Fund - Growth Option - Direct Plan,28.211,2015-07-02,30
119091,HDFC Liquid Fund - Growth Option - Direct Plan,28.2174,2015-07-03,30
119091,HDFC Liquid Fund - Growth Option - Direct Plan,28.2296,2015-07-05,30
119091,HDFC Liquid Fund - Growth Option - Direct Plan,28.236,2015-07-06,30
119091,HDFC Liquid Fund - Growth Option - Direct Plan,28.2421,2015-07-07,30
119091,HDFC Liquid Fund - Growth Option - Direct Plan,28.2483,2015-07-08,30
119091,HDFC Liquid Fund - Growth Option - Direct Plan,28.2545,2015-07-09,30
119091,HDFC Liquid Fund - Growth Option - Direct Plan,28.2606,2015-07-10,30
119091,HDFC Liquid Fund - Growth Option - Direct Plan,28.2731,2015-07-12,30
119091,HDFC Liquid Fund - Growth Option - Direct Plan,28.2793,2015-07-13,30
119091,HDFC Liquid Fund - Growth Option - Direct Plan,28.2855,2015-07-14,30
119091,HDFC Liquid Fund - Growth Option - Direct Plan,28.2917,2015-07-15,30
119091,HDFC Liquid Fund - Growth Option - Direct Plan,28.2979,2015-07-16,30
119091,HDFC Liquid Fund - Growth Option - Direct Plan,28.3041,2015-07-17,30
119091,HDFC Liquid Fund - Growth Option - Direct Plan,28.3166,2015-07-19,30
119091,HDFC Liquid Fund - Growth Option - Direct Plan,28.3227,2015-07-20,30
119091,HDFC Liquid Fund - Growth Option - Direct Plan,28.3289,2015-07-21,30
119091,HDFC Liquid Fund - Growth Option - Direct Plan,28.335,2015-07-22,30
119091,HDFC Liquid Fund - Growth Option - Direct Plan,28.3412,2015-07-23,30
119091,HDFC Liquid Fund - Growth Option - Direct Plan,28.3474,2015-07-24,30
119091,HDFC Liquid Fund - Growth Option - Direct Plan,28.3598,2015-07-26,30
119091,HDFC Liquid Fund - Growth Option - Direct Plan,28.3659,2015-07-27,30
119091,HDFC Liquid Fund - Growth Option - Direct Plan,28.372,2015-07-28,30
119091,HDFC Liquid Fund - Growth Option - Direct Plan,28.3781,2015-07-29,30
119091,HDFC Liquid Fund - Growth Option - Direct Plan,28.3843,2015-07-30,30
119091,HDFC Liquid Fund - Growth Option - Direct Plan,28.3904,2015-07-31,30
119091,HDFC Liquid Fund - Growth Option - Direct Plan,28.017,2015-06-01,30
119091,HDFC Liquid Fund - Growth Option - Direct Plan,28.0234,2015-06-02,30
119091,HDFC Liquid Fund - Growth Option - Direct Plan,28.0297,2015-06-03,30
119091,HDFC Liquid Fund - Growth Option - Direct Plan,28.0361,2015-06-04,30
119091,HDFC Liquid Fund - Growth Option - Direct Plan,28.0423,2015-06-05,30
119091,HDFC Liquid Fund - Growth Option - Direct Plan,28.0547,2015-06-07,30
119091,HDFC Liquid Fund - Growth Option - Direct Plan,28.0609,2015-06-08,30
119091,HDFC Liquid Fund - Growth Option - Direct Plan,28.0671,2015-06-09,30
119091,HDFC Liquid Fund - Growth Option - Direct Plan,28.0733,2015-06-10,30
119091,HDFC Liquid Fund - Growth Option - Direct Plan,28.0795,2015-06-11,30
119091,HDFC Liquid Fund - Growth Option - Direct Plan,28.0858,2015-06-12,30
119091,HDFC Liquid Fund - Growth Option - Direct Plan,28.0985,2015-06-14,30
119091,HDFC Liquid Fund - Growth Option - Direct Plan,28.1046,2015-06-15,30
119091,HDFC Liquid Fund - Growth Option - Direct Plan,28.1108,2015-06-16,30
119091,HDFC Liquid Fund - Growth Option - Direct Plan,28.1169,2015-06-17,30
119091,HDFC Liquid Fund - Growth Option - Direct Plan,28.1231,2015-06-18,30
119091,HDFC Liquid Fund - Growth Option - Direct Plan,28.1294,2015-06-19,30
119091,HDFC Liquid Fund - Growth Option - Direct Plan,28.1419,2015-06-21,30
119091,HDFC Liquid Fund - Growth Option - Direct Plan,28.1481,2015-06-22,30
119091,HDFC Liquid Fund - Growth Option - Direct Plan,28.1543,2015-06-23,30
119091,HDFC Liquid Fund - Growth Option - Direct Plan,28.1605,2015-06-24,30
119091,HDFC Liquid Fund - Growth Option - Direct Plan,28.1666,2015-06-25,30
119091,HDFC Liquid Fund - Growth Option - Direct Plan,28.1729,2015-06-26,30
119091,HDFC Liquid Fund - Growth Option - Direct Plan,28.1852,2015-06-28,30
119091,HDFC Liquid Fund - Growth Option - Direct Plan,28.1914,2015-06-29,30
119091,HDFC Liquid Fund - Growth Option - Direct Plan,28.1985,2015-06-30,30
119091,HDFC Liquid Fund - Growth Option - Direct Plan,27.4135,2015-03-01,30
119091,HDFC Liquid Fund - Growth Option - Direct Plan,27.4198,2015-03-02,30
119091,HDFC Liquid Fund - Growth Option - Direct Plan,27.4263,2015-03-03,30
119091,HDFC Liquid Fund - Growth Option - Direct Plan,27.4329,2015-03-04,30
119091,HDFC Liquid Fund - Growth Option - Direct Plan,27.4396,2015-03-05,30
119091,HDFC Liquid Fund - Growth Option - Direct Plan,27.4587,2015-03-08,30
119091,HDFC Liquid Fund - Growth Option - Direct Plan,27.4649,2015-03-09,30
119091,HDFC Liquid Fund - Growth Option - Direct Plan,27.4712,2015-03-10,30
119091,HDFC Liquid Fund - Growth Option - Direct Plan,27.4775,2015-03-11,30
119091,HDFC Liquid Fund - Growth Option - Direct Plan,27.4838,2015-03-12,30
119091,HDFC Liquid Fund - Growth Option - Direct Plan,27.4901,2015-03-13,30
119091,HDFC Liquid Fund - Growth Option - Direct Plan,27.5033,2015-03-15,30
119091,HDFC Liquid Fund - Growth Option - Direct Plan,27.5097,2015-03-16,30
119091,HDFC Liquid Fund - Growth Option - Direct Plan,27.5162,2015-03-17,30
119091,HDFC Liquid Fund - Growth Option - Direct Plan,27.5224,2015-03-18,30
119091,HDFC Liquid Fund - Growth Option - Direct Plan,27.5288,2015-03-19,30
119091,HDFC Liquid Fund - Growth Option - Direct Plan,27.5352,2015-03-20,30
119091,HDFC Liquid Fund - Growth Option - Direct Plan,27.5485,2015-03-22,30
119091,HDFC Liquid Fund - Growth Option - Direct Plan,27.5546,2015-03-23,30
119091,HDFC Liquid Fund - Growth Option - Direct Plan,27.5607,2015-03-24,30
119091,HDFC Liquid Fund - Growth Option - Direct Plan,27.567,2015-03-25,30
119091,HDFC Liquid Fund - Growth Option - Direct Plan,27.5734,2015-03-26,30
119091,HDFC Liquid Fund - Growth Option - Direct Plan,27.58,2015-03-27,30
119091,HDFC Liquid Fund - Growth Option - Direct Plan,27.5932,2015-03-29,30
119091,HDFC Liquid Fund - Growth Option - Direct Plan,27.5998,2015-03-30,30
119091,HDFC Liquid Fund - Growth Option - Direct Plan,27.6128,2015-03-31,30
119091,HDFC Liquid Fund - Growth Option - Direct Plan,27.8381,2015-05-04,30
119091,HDFC Liquid Fund - Growth Option - Direct Plan,27.8443,2015-05-05,30
119091,HDFC Liquid Fund - Growth Option - Direct Plan,27.8506,2015-05-06,30
119091,HDFC Liquid Fund - Growth Option - Direct Plan,27.8569,2015-05-07,30
119091,HDFC Liquid Fund - Growth Option - Direct Plan,27.8633,2015-05-08,30
119091,HDFC Liquid Fund - Growth Option - Direct Plan,27.8761,2015-05-10,30
119091,HDFC Liquid Fund - Growth Option - Direct Plan,27.8825,2015-05-11,30
119091,HDFC Liquid Fund - Growth Option - Direct Plan,27.8889,2015-05-12,30
119091,HDFC Liquid Fund - Growth Option - Direct Plan,27.8953,2015-05-13,30
119091,HDFC Liquid Fund - Growth Option - Direct Plan,27.9018,2015-05-14,30
119091,HDFC Liquid Fund - Growth Option - Direct Plan,27.9082,2015-05-15,30
119091,HDFC Liquid Fund - Growth Option - Direct Plan,27.9209,2015-05-17,30
119091,HDFC Liquid Fund - Growth Option - Direct Plan,27.9274,2015-05-18,30
119091,HDFC Liquid Fund - Growth Option - Direct Plan,27.9338,2015-05-19,30
119091,HDFC Liquid Fund - Growth Option - Direct Plan,27.9402,2015-05-20,30
119091,HDFC Liquid Fund - Growth Option - Direct Plan,27.9467,2015-05-21,30
119091,HDFC Liquid Fund - Growth Option - Direct Plan,27.9532,2015-05-22,30
119091,HDFC Liquid Fund - Growth Option - Direct Plan,27.9657,2015-05-24,30
119091,HDFC Liquid Fund - Growth Option - Direct Plan,27.9724,2015-05-25,30
119091,HDFC Liquid Fund - Growth Option - Direct Plan,27.9789,2015-05-26,30
119091,HDFC Liquid Fund - Growth Option - Direct Plan,27.9853,2015-05-27,30
119091,HDFC Liquid Fund - Growth Option - Direct Plan,27.9916,2015-05-28,30
119091,HDFC Liquid Fund - Growth Option - Direct Plan,27.9981,2015-05-29,30
119091,HDFC Liquid Fund - Growth Option - Direct Plan,28.0104,2015-05-31,30
119091,HDFC Liquid Fund - Growth Option - Direct Plan,2895.3073,2015-11-01,30
119091,HDFC Liquid Fund - Growth Option - Direct Plan,2895.889,2015-11-02,30
119091,HDFC Liquid Fund - Growth Option - Direct Plan,2896.4867,2015-11-03,30
119091,HDFC Liquid Fund - Growth Option - Direct Plan,2897.0619,2015-11-04,30
119091,HDFC Liquid Fund - Growth Option - Direct Plan,2897.6518,2015-11-05,30
119091,HDFC Liquid Fund - Growth Option - Direct Plan,2898.2619,2015-11-06,30
119091,HDFC Liquid Fund - Growth Option - Direct Plan,2899.475,2015-11-08,30
119091,HDFC Liquid Fund - Growth Option - Direct Plan,2900.0579,2015-11-09,30
119091,HDFC Liquid Fund - Growth Option - Direct Plan,2900.5955,2015-11-10,30
119091,HDFC Liquid Fund - Growth Option - Direct Plan,2901.8217,2015-11-12,30
119091,HDFC Liquid Fund - Growth Option - Direct Plan,2902.42,2015-11-13,30
119091,HDFC Liquid Fund - Growth Option - Direct Plan,2903.639,2015-11-15,30
119091,HDFC Liquid Fund - Growth Option - Direct Plan,2904.2223,2015-11-16,30
119091,HDFC Liquid Fund - Growth Option - Direct Plan,2904.82,2015-11-17,30
119091,HDFC Liquid Fund - Growth Option - Direct Plan,2905.3988,2015-11-18,30
119091,HDFC Liquid Fund - Growth Option - Direct Plan,2905.9836,2015-11-19,30
119091,HDFC Liquid Fund - Growth Option - Direct Plan,2906.583,2015-11-20,30
119091,HDFC Liquid Fund - Growth Option - Direct Plan,2907.7711,2015-11-22,30
119091,HDFC Liquid Fund - Growth Option - Direct Plan,2908.3533,2015-11-23,30
119091,HDFC Liquid Fund - Growth Option - Direct Plan,2908.8759,2015-11-24,30
119091,HDFC Liquid Fund - Growth Option - Direct Plan,2909.5039,2015-11-25,30
119091,HDFC Liquid Fund - Growth Option - Direct Plan,2910.0932,2015-11-26,30
119091,HDFC Liquid Fund - Growth Option - Direct Plan,2910.7231,2015-11-27,30
119091,HDFC Liquid Fund - Growth Option - Direct Plan,2911.9098,2015-11-29,30
119091,HDFC Liquid Fund - Growth Option - Direct Plan,2912.4932,2015-11-30,30
119091,HDFC Liquid Fund - Growth Option - Direct Plan,2876.6926,2015-10-01,30
119091,HDFC Liquid Fund - Growth Option - Direct Plan,2878.5593,2015-10-04,30
119091,HDFC Liquid Fund - Growth Option - Direct Plan,2879.1628,2015-10-05,30
119091,HDFC Liquid Fund - Growth Option - Direct Plan,2879.7561,2015-10-06,30
119091,HDFC Liquid Fund - Growth Option - Direct Plan,2880.3508,2015-10-07,30
119091,HDFC Liquid Fund - Growth Option - Direct Plan,2880.9441,2015-10-08,30
119091,HDFC Liquid Fund - Growth Option - Direct Plan,2881.545,2015-10-09,30
119091,HDFC Liquid Fund - Growth Option - Direct Plan,2882.7619,2015-10-11,30
119091,HDFC Liquid Fund - Growth Option - Direct Plan,2883.3502,2015-10-12,30
119091,HDFC Liquid Fund - Growth Option - Direct Plan,2883.9379,2015-10-13,30
119091,HDFC Liquid Fund - Growth Option - Direct Plan,2884.5316,2015-10-14,30
119091,HDFC Liquid Fund - Growth Option - Direct Plan,2885.1168,2015-10-15,30
119091,HDFC Liquid Fund - Growth Option - Direct Plan,2885.7268,2015-10-16,30
119091,HDFC Liquid Fund - Growth Option - Direct Plan,2886.9466,2015-10-18,30
119091,HDFC Liquid Fund - Growth Option - Direct Plan,2887.5348,2015-10-19,30
119091,HDFC Liquid Fund - Growth Option - Direct Plan,2888.1254,2015-10-20,30
119091,HDFC Liquid Fund - Growth Option - Direct Plan,2888.7323,2015-10-21,30
119091,HDFC Liquid Fund - Growth Option - Direct Plan,2889.3401,2015-10-22,30
119091,HDFC Liquid Fund - Growth Option - Direct Plan,2889.9153,2015-10-23,30
119091,HDFC Liquid Fund - Growth Option - Direct Plan,2891.0841,2015-10-25,30
119091,HDFC Liquid Fund - Growth Option - Direct Plan,2891.6906,2015-10-26,30
119091,HDFC Liquid Fund - Growth Option - Direct Plan,2892.2747,2015-10-27,30
119091,HDFC Liquid Fund - Growth Option - Direct Plan,2892.8837,2015-10-28,30
119091,HDFC Liquid Fund - Growth Option - Direct Plan,2893.4729,2015-10-29,30
119091,HDFC Liquid Fund - Growth Option - Direct Plan,2894.0866,2015-10-30,30
119091,HDFC Liquid Fund - Growth Option - Direct Plan,2858.4264,2015-09-01,30
119091,HDFC Liquid Fund - Growth Option - Direct Plan,2859.0137,2015-09-02,30
119091,HDFC Liquid Fund - Growth Option - Direct Plan,2859.6047,2015-09-03,30
119091,HDFC Liquid Fund - Growth Option - Direct Plan,2860.2019,2015-09-04,30
119091,HDFC Liquid Fund - Growth Option - Direct Plan,2861.436,2015-09-06,30
119091,HDFC Liquid Fund - Growth Option - Direct Plan,2862.0246,2015-09-07,30
119091,HDFC Liquid Fund - Growth Option - Direct Plan,2862.6151,2015-09-08,30
119091,HDFC Liquid Fund - Growth Option - Direct Plan,2863.2005,2015-09-09,30
119091,HDFC Liquid Fund - Growth Option - Direct Plan,2863.7695,2015-09-10,30
119091,HDFC Liquid Fund - Growth Option - Direct Plan,2864.3439,2015-09-11,30
119091,HDFC Liquid Fund - Growth Option - Direct Plan,2865.5597,2015-09-13,30
119091,HDFC Liquid Fund - Growth Option - Direct Plan,2866.1452,2015-09-14,30
119091,HDFC Liquid Fund - Growth Option - Direct Plan,2866.7356,2015-09-15,30
119091,HDFC Liquid Fund - Growth Option - Direct Plan,2867.3228,2015-09-16,30
119091,HDFC Liquid Fund - Growth Option - Direct Plan,2867.91,2015-09-17,30
119091,HDFC Liquid Fund - Growth Option - Direct Plan,2868.5219,2015-09-18,30
119091,HDFC Liquid Fund - Growth Option - Direct Plan,2869.7381,2015-09-20,30
119091,HDFC Liquid Fund - Growth Option - Direct Plan,2870.335,2015-09-21,30
119091,HDFC Liquid Fund - Growth Option - Direct Plan,2870.9276,2015-09-22,30
119091,HDFC Liquid Fund - Growth Option - Direct Plan,2871.5239,2015-09-23,30
119091,HDFC Liquid Fund - Growth Option - Direct Plan,2872.1126,2015-09-24,30
119091,HDFC Liquid Fund - Growth Option - Direct Plan,2873.9622,2015-09-27,30
119091,HDFC Liquid Fund - Growth Option - Direct Plan,2874.561,2015-09-28,30
119091,HDFC Liquid Fund - Growth Option - Direct Plan,2875.2857,2015-09-29,30
119091,HDFC Liquid Fund - Growth Option - Direct Plan,2876.0376,2015-09-30,30
119091,HDFC Liquid Fund - Growth Option - Direct Plan,2992.7609,2016-04-03,30
119091,HDFC Liquid Fund - Growth Option - Direct Plan,2993.4906,2016-04-04,30
119091,HDFC Liquid Fund - Growth Option - Direct Plan,2994.2537,2016-04-05,30
119091,HDFC Liquid Fund - Growth Option - Direct Plan,2994.9063,2016-04-06,30
119091,HDFC Liquid Fund - Growth Option - Direct Plan,2995.5745,2016-04-07,30
119091,HDFC Liquid Fund - Growth Option - Direct Plan,2997.5858,2016-04-10,30
119091,HDFC Liquid Fund - Growth Option - Direct Plan,2998.2804,2016-04-11,30
119091,HDFC Liquid Fund - Growth Option - Direct Plan,2998.9224,2016-04-12,30
119091,HDFC Liquid Fund - Growth Option - Direct Plan,2999.577,2016-04-13,30
119091,HDFC Liquid Fund - Growth Option - Direct Plan,3002.2584,2016-04-17,30
119091,HDFC Liquid Fund - Growth Option - Direct Plan,3002.9141,2016-04-18,30
119091,HDFC Liquid Fund - Growth Option - Direct Plan,3003.5619,2016-04-19,30
119091,HDFC Liquid Fund - Growth Option - Direct Plan,3004.2171,2016-04-20,30
119091,HDFC Liquid Fund - Growth Option - Direct Plan,3004.8353,2016-04-21,30
119091,HDFC Liquid Fund - Growth Option - Direct Plan,3005.5019,2016-04-22,30
119091,HDFC Liquid Fund - Growth Option - Direct Plan,3006.8083,2016-04-24,30
119091,HDFC Liquid Fund - Growth Option - Direct Plan,3007.4472,2016-04-25,30
119091,HDFC Liquid Fund - Growth Option - Direct Plan,3008.0888,2016-04-26,30
119091,HDFC Liquid Fund - Growth Option - Direct Plan,3008.7417,2016-04-27,30
119091,HDFC Liquid Fund - Growth Option - Direct Plan,3009.4111,2016-04-28,30
119091,HDFC Liquid Fund - Growth Option - Direct Plan,3010.0573,2016-04-29,30
119091,HDFC Liquid Fund - Growth Option - Direct Plan,3069.3866,2016-08-01,30
119091,HDFC Liquid Fund - Growth Option - Direct Plan,3069.9854,2016-08-02,30
119091,HDFC Liquid Fund - Growth Option - Direct Plan,3070.5765,2016-08-03,30
119091,HDFC Liquid Fund - Growth Option - Direct Plan,3071.1581,2016-08-04,30
119091,HDFC Liquid Fund - Growth Option - Direct Plan,3071.7392,2016-08-05,30
119091,HDFC Liquid Fund - Growth Option - Direct Plan,3072.9562,2016-08-07,30
119091,HDFC Liquid Fund - Growth Option - Direct Plan,3073.5615,2016-08-08,30
119091,HDFC Liquid Fund - Growth Option - Direct Plan,3074.1561,2016-08-09,30
119091,HDFC Liquid Fund - Growth Option - Direct Plan,3074.7549,2016-08-10,30
119091,HDFC Liquid Fund - Growth Option - Direct Plan,3075.3471,2016-08-11,30
119091,HDFC Liquid Fund - Growth Option - Direct Plan,3075.9401,2016-08-12,30
119091,HDFC Liquid Fund - Growth Option - Direct Plan,3077.7222,2016-08-15,30
119091,HDFC Liquid Fund - Growth Option - Direct Plan,3078.2512,2016-08-16,30
119091,HDFC Liquid Fund - Growth Option - Direct Plan,3078.8919,2016-08-17,30
119091,HDFC Liquid Fund - Growth Option - Direct Plan,3079.4738,2016-08-18,30
119091,HDFC Liquid Fund - Growth Option - Direct Plan,3080.0733,2016-08-19,30
119091,HDFC Liquid Fund - Growth Option - Direct Plan,3081.2461,2016-08-21,30
119091,HDFC Liquid Fund - Growth Option - Direct Plan,3081.8292,2016-08-22,30
119091,HDFC Liquid Fund - Growth Option - Direct Plan,3082.4209,2016-08-23,30
119091,HDFC Liquid Fund - Growth Option - Direct Plan,3083.0064,2016-08-24,30
119091,HDFC Liquid Fund - Growth Option - Direct Plan,3083.587,2016-08-25,30
119091,HDFC Liquid Fund - Growth Option - Direct Plan,3084.1739,2016-08-26,30
119091,HDFC Liquid Fund - Growth Option - Direct Plan,3085.3395,2016-08-28,30
119091,HDFC Liquid Fund - Growth Option - Direct Plan,3085.9203,2016-08-29,30
119091,HDFC Liquid Fund - Growth Option - Direct Plan,3086.5011,2016-08-30,30
119091,HDFC Liquid Fund - Growth Option - Direct Plan,3087.0919,2016-08-31,30
119091,HDFC Liquid Fund - Growth Option - Direct Plan,3140.7425,2016-12-01,30
119091,HDFC Liquid Fund - Growth Option - Direct Plan,3141.0952,2016-12-02,30
119091,HDFC Liquid Fund - Growth Option - Direct Plan,3142.3769,2016-12-04,30
119091,HDFC Liquid Fund - Growth Option - Direct Plan,3142.949,2016-12-05,30
119091,HDFC Liquid Fund - Growth Option - Direct Plan,3143.4888,2016-12-06,30
119091,HDFC Liquid Fund - Growth Option - Direct Plan,3143.5844,2016-12-07,30
119091,HDFC Liquid Fund - Growth Option - Direct Plan,3144.1256,2016-12-08,30
119091,HDFC Liquid Fund - Growth Option - Direct Plan,3144.7217,2016-12-09,30
119091,HDFC Liquid Fund - Growth Option - Direct Plan,3146.3761,2016-12-12,30
119091,HDFC Liquid Fund - Growth Option - Direct Plan,3146.9543,2016-12-13,30
119091,HDFC Liquid Fund - Growth Option - Direct Plan,3147.5515,2016-12-14,30
119091,HDFC Liquid Fund - Growth Option - Direct Plan,3148.1138,2016-12-15,30
119091,HDFC Liquid Fund - Growth Option - Direct Plan,3148.5751,2016-12-16,30
119091,HDFC Liquid Fund - Growth Option - Direct Plan,3149.7628,2016-12-18,30
119091,HDFC Liquid Fund - Growth Option - Direct Plan,3150.3094,2016-12-19,30
119091,HDFC Liquid Fund - Growth Option - Direct Plan,3150.8454,2016-12-20,30
119091,HDFC Liquid Fund - Growth Option - Direct Plan,3151.4099,2016-12-21,30
119091,HDFC Liquid Fund - Growth Option - Direct Plan,3151.9416,2016-12-22,30
119091,HDFC Liquid Fund - Growth Option - Direct Plan,3152.4366,2016-12-23,30
119091,HDFC Liquid Fund - Growth Option - Direct Plan,3153.6657,2016-12-25,30
119091,HDFC Liquid Fund - Growth Option - Direct Plan,3154.2182,2016-12-26,30
119091,HDFC Liquid Fund - Growth Option - Direct Plan,3154.7733,2016-12-27,30
119091,HDFC Liquid Fund - Growth Option - Direct Plan,3155.3413,2016-12-28,30
119091,HDFC Liquid Fund - Growth Option - Direct Plan,3155.9122,2016-12-29,30
119091,HDFC Liquid Fund - Growth Option - Direct Plan,3156.5328,2016-12-30,30
119091,HDFC Liquid Fund - Growth Option - Direct Plan,2950.3751,2016-02-01,30
119091,HDFC Liquid Fund - Growth Option - Direct Plan,2950.9753,2016-02-02,30
119091,HDFC Liquid Fund - Growth Option - Direct Plan,2951.5743,2016-02-03,30
119091,HDFC Liquid Fund - Growth Option - Direct Plan,2952.1727,2016-02-04,30
119091,HDFC Liquid Fund - Growth Option - Direct Plan,2952.7708,2016-02-05,30
119091,HDFC Liquid Fund - Growth Option - Direct Plan,2954.0129,2016-02-07,30
119091,HDFC Liquid Fund - Growth Option - Direct Plan,2954.6249,2016-02-08,30
119091,HDFC Liquid Fund - Growth Option - Direct Plan,2955.2553,2016-02-09,30
119091,HDFC Liquid Fund - Growth Option - Direct Plan,2955.8856,2016-02-10,30
119091,HDFC Liquid Fund - Growth Option - Direct Plan,2956.5084,2016-02-11,30
119091,HDFC Liquid Fund - Growth Option - Direct Plan,2957.1262,2016-02-12,30
119091,HDFC Liquid Fund - Growth Option - Direct Plan,2958.3925,2016-02-14,30
119091,HDFC Liquid Fund - Growth Option - Direct Plan,2959.0092,2016-02-15,30
119091,HDFC Liquid Fund - Growth Option - Direct Plan,2959.6319,2016-02-16,30
119091,HDFC Liquid Fund - Growth Option - Direct Plan,2960.2522,2016-02-17,30
119091,HDFC Liquid Fund - Growth Option - Direct Plan,2960.8642,2016-02-18,30
119091,HDFC Liquid Fund - Growth Option - Direct Plan,2962.7687,2016-02-21,30
119091,HDFC Liquid Fund - Growth Option - Direct Plan,2963.3853,2016-02-22,30
119091,HDFC Liquid Fund - Growth Option - Direct Plan,2964.0008,2016-02-23,30
